"Statistic Label","Year","County","UNIT","VALUE"
"All Fatal and Injury Collisions","2014","Clare","Number","119"
"All Fatal and Injury Collisions","2014","Cork","Number","587"
"All Fatal and Injury Collisions","2014","Kerry","Number","230"
"All Fatal and Injury Collisions","2014","Limerick","Number","291"
"All Fatal and Injury Collisions","2014","Tipperary","Number","193"
"All Fatal and Injury Collisions","2014","Waterford","Number","126"
"All Fatal and Injury Collisions","2014","Galway","Number","321"
"All Fatal and Injury Collisions","2014","Leitrim","Number","38"
"All Fatal and Injury Collisions","2014","Mayo","Number","144"
"All Fatal and Injury Collisions","2014","Roscommon","Number","78"
"All Fatal and Injury Collisions","2014","Sligo","Number","68"
"All Fatal and Injury Collisions","2014","Cavan","Number","108"
"All Fatal and Injury Collisions","2014","Donegal","Number","209"
"All Fatal and Injury Collisions","2014","Monaghan","Number","81"
"All Fatal and Injury Collisions","2015","All Counties","Number","5831"
"All Fatal and Injury Collisions","2015","Carlow","Number","65"
"All Fatal and Injury Collisions","2015","Dublin","Number","1753"
"All Fatal and Injury Collisions","2015","Kildare","Number","229"
"All Fatal and Injury Collisions","2015","Kilkenny","Number","131"
"All Fatal and Injury Collisions","2015","Laois","Number","76"
"All Fatal and Injury Collisions","2015","Longford","Number","75"
"All Fatal and Injury Collisions","2015","Louth","Number","167"
"All Fatal and Injury Collisions","2015","Meath","Number","220"
"All Fatal and Injury Collisions","2015","Offaly","Number","72"
"All Fatal and Injury Collisions","2015","Westmeath","Number","111"
"All Fatal and Injury Collisions","2015","Wexford","Number","184"
"All Fatal and Injury Collisions","2015","Wicklow","Number","163"
"All Fatal and Injury Collisions","2015","Clare","Number","104"
"All Fatal and Injury Collisions","2015","Cork","Number","553"
"All Fatal and Injury Collisions","2015","Kerry","Number","213"
"All Fatal and Injury Collisions","2015","Limerick","Number","267"
"All Fatal and Injury Collisions","2015","Tipperary","Number","177"
"All Fatal and Injury Collisions","2015","Waterford","Number","160"
"All Fatal and Injury Collisions","2015","Galway","Number","336"
"All Fatal and Injury Collisions","2015","Leitrim","Number","54"
"All Fatal and Injury Collisions","2015","Mayo","Number","157"
"All Fatal and Injury Collisions","2015","Roscommon","Number","79"
"All Fatal and Injury Collisions","2015","Sligo","Number","71"
"All Fatal and Injury Collisions","2015","Cavan","Number","113"
"All Fatal and Injury Collisions","2015","Donegal","Number","200"
"All Fatal and Injury Collisions","2015","Monaghan","Number","101"
"All Fatal and Injury Collisions","2016","All Counties","Number","5891"
"All Fatal and Injury Collisions","2016","Carlow","Number","52"
"All Fatal and Injury Collisions","2016","Dublin","Number","1880"
"All Fatal and Injury Collisions","2016","Kildare","Number","270"
"All Fatal and Injury Collisions","2016","Kilkenny","Number","121"
"All Fatal and Injury Collisions","2016","Laois","Number","90"
"All Fatal and Injury Collisions","2016","Longford","Number","70"
"All Fatal and Injury Collisions","2016","Louth","Number","166"
"All Fatal and Injury Collisions","2016","Meath","Number","216"
"All Fatal and Injury Collisions","2016","Offaly","Number","84"
"All Fatal and Injury Collisions","2016","Westmeath","Number","114"
"All Fatal and Injury Collisions","2016","Wexford","Number","154"
"All Fatal and Injury Collisions","2016","Wicklow","Number","146"
"All Fatal and Injury Collisions","2016","Clare","Number","112"
"All Fatal and Injury Collisions","2016","Cork","Number","543"
"All Fatal and Injury Collisions","2016","Kerry","Number","202"
"All Fatal and Injury Collisions","2016","Limerick","Number","278"
"All Fatal and Injury Collisions","2016","Tipperary","Number","172"
"All Fatal and Injury Collisions","2016","Waterford","Number","135"
"All Fatal and Injury Collisions","2016","Galway","Number","288"
"All Fatal and Injury Collisions","2016","Leitrim","Number","65"
"All Fatal and Injury Collisions","2016","Mayo","Number","138"
"All Fatal and Injury Collisions","2016","Roscommon","Number","99"
"All Fatal and Injury Collisions","2016","Sligo","Number","76"
"All Fatal and Injury Collisions","2016","Cavan","Number","115"
"All Fatal and Injury Collisions","2016","Donegal","Number","219"
"All Fatal and Injury Collisions","2016","Monaghan","Number","86"
"All Fatal and Injury Collisions","2017","All Counties","Number","6041"
"All Fatal and Injury Collisions","2017","Carlow","Number","58"
"All Fatal and Injury Collisions","2017","Dublin","Number","1963"
"All Fatal and Injury Collisions","2017","Kildare","Number","250"
"All Fatal and Injury Collisions","2017","Kilkenny","Number","97"
"All Fatal and Injury Collisions","2017","Laois","Number","113"
"All Fatal and Injury Collisions","2017","Longford","Number","58"
"All Fatal and Injury Collisions","2017","Louth","Number","212"
"All Fatal and Injury Collisions","2017","Meath","Number","196"
"All Fatal and Injury Collisions","2017","Offaly","Number","110"
"All Fatal and Injury Collisions","2017","Westmeath","Number","109"
"All Fatal and Injury Collisions","2017","Wexford","Number","180"
"All Fatal and Injury Collisions","2017","Wicklow","Number","157"
"All Fatal and Injury Collisions","2017","Clare","Number","129"
"All Fatal and Injury Collisions","2017","Cork","Number","605"
"All Fatal and Injury Collisions","2017","Kerry","Number","200"
"All Fatal and Injury Collisions","2017","Limerick","Number","266"
"All Fatal and Injury Collisions","2017","Tipperary","Number","171"
"All Fatal and Injury Collisions","2017","Waterford","Number","131"
"All Fatal and Injury Collisions","2017","Galway","Number","280"
"All Fatal and Injury Collisions","2017","Leitrim","Number","43"
"All Fatal and Injury Collisions","2017","Mayo","Number","146"
"All Fatal and Injury Collisions","2017","Roscommon","Number","89"
"All Fatal and Injury Collisions","2017","Sligo","Number","78"
"All Fatal and Injury Collisions","2017","Cavan","Number","107"
"All Fatal and Injury Collisions","2017","Donegal","Number","223"
"All Fatal and Injury Collisions","2017","Monaghan","Number","70"
"All Fatal and Injury Collisions","2018","All Counties","Number","6100"
"All Fatal and Injury Collisions","2018","Carlow","Number","45"
"All Fatal and Injury Collisions","2018","Dublin","Number","1990"
"All Fatal and Injury Collisions","2018","Kildare","Number","288"
"All Fatal and Injury Collisions","2018","Kilkenny","Number","92"
"All Fatal and Injury Collisions","2018","Laois","Number","109"
"All Fatal and Injury Collisions","2018","Longford","Number","62"
"All Fatal and Injury Collisions","2018","Louth","Number","170"
"All Fatal and Injury Collisions","2018","Meath","Number","190"
"All Fatal and Injury Collisions","2018","Offaly","Number","98"
"All Fatal and Injury Collisions","2018","Westmeath","Number","91"
"All Fatal and Injury Collisions","2018","Wexford","Number","158"
"All Fatal and Injury Collisions","2018","Wicklow","Number","131"
"All Fatal and Injury Collisions","2018","Clare","Number","110"
"All Fatal and Injury Collisions","2018","Cork","Number","681"
"All Fatal and Injury Collisions","2018","Kerry","Number","222"
"All Fatal and Injury Collisions","2018","Limerick","Number","276"
"All Fatal and Injury Collisions","2018","Tipperary","Number","186"
"All Fatal and Injury Collisions","2018","Waterford","Number","156"
"All Fatal and Injury Collisions","2018","Galway","Number","297"
"All Fatal and Injury Collisions","2018","Leitrim","Number","38"
"All Fatal and Injury Collisions","2018","Mayo","Number","151"
"All Fatal and Injury Collisions","2018","Roscommon","Number","75"
"All Fatal and Injury Collisions","2018","Sligo","Number","76"
"All Fatal and Injury Collisions","2018","Cavan","Number","104"
"All Fatal and Injury Collisions","2018","Donegal","Number","235"
"All Fatal and Injury Collisions","2018","Monaghan","Number","69"
"All Fatal and Injury Collisions","2019","All Counties","Number","5827"
"All Fatal and Injury Collisions","2019","Carlow","Number","65"
"All Fatal and Injury Collisions","2019","Dublin","Number","2002"
"All Fatal and Injury Collisions","2019","Kildare","Number","241"
"All Fatal and Injury Collisions","2019","Kilkenny","Number","77"
"All Fatal and Injury Collisions","2019","Laois","Number","78"
"All Fatal and Injury Collisions","2019","Longford","Number","61"
"All Fatal and Injury Collisions","2019","Louth","Number","181"
"All Fatal and Injury Collisions","2019","Meath","Number","185"
"All Fatal and Injury Collisions","2019","Offaly","Number","87"
"All Fatal and Injury Collisions","2019","Westmeath","Number","104"
"All Fatal and Injury Collisions","2019","Wexford","Number","171"
"All Fatal and Injury Collisions","2019","Wicklow","Number","148"
"All Fatal and Injury Collisions","2019","Clare","Number","115"
"All Fatal and Injury Collisions","2019","Cork","Number","583"
"All Fatal and Injury Collisions","2019","Kerry","Number","178"
"All Fatal and Injury Collisions","2019","Limerick","Number","266"
"All Fatal and Injury Collisions","2019","Tipperary","Number","168"
"All Fatal and Injury Collisions","2019","Waterford","Number","168"
"All Fatal and Injury Collisions","2019","Galway","Number","295"
"All Fatal and Injury Collisions","2019","Leitrim","Number","33"
"All Fatal and Injury Collisions","2019","Mayo","Number","140"
"All Fatal and Injury Collisions","2019","Roscommon","Number","60"
"All Fatal and Injury Collisions","2019","Sligo","Number","69"
"All Fatal and Injury Collisions","2019","Cavan","Number","95"
"All Fatal and Injury Collisions","2019","Donegal","Number","185"
"All Fatal and Injury Collisions","2019","Monaghan","Number","72"
"All Fatal and Injury Collisions","2020","All Counties","Number","4429"
"All Fatal and Injury Collisions","2020","Carlow","Number","49"
"All Fatal and Injury Collisions","2020","Dublin","Number","1407"
"All Fatal and Injury Collisions","2020","Kildare","Number","172"
"All Fatal and Injury Collisions","2020","Kilkenny","Number","67"
"All Fatal and Injury Collisions","2020","Laois","Number","75"
"All Fatal and Injury Collisions","2020","Longford","Number","48"
"All Fatal and Injury Collisions","2020","Louth","Number","140"
"All Fatal and Injury Collisions","2020","Meath","Number","167"
"All Fatal and Injury Collisions","2020","Offaly","Number","64"
"All Fatal and Injury Collisions","2020","Westmeath","Number","81"
"All Fatal and Injury Collisions","2020","Wexford","Number","150"
"All Fatal and Injury Collisions","2020","Wicklow","Number","102"
"All Fatal and Injury Collisions","2020","Clare","Number","92"
"All Fatal and Injury Collisions","2020","Cork","Number","458"
"All Fatal and Injury Collisions","2020","Kerry","Number","134"
"All Fatal and Injury Collisions","2020","Limerick","Number","196"
"All Fatal and Injury Collisions","2020","Tipperary","Number","132"
"All Fatal and Injury Collisions","2020","Waterford","Number","106"
"All Fatal and Injury Collisions","2020","Galway","Number","234"
"All Fatal and Injury Collisions","2020","Leitrim","Number","33"
"All Fatal and Injury Collisions","2020","Mayo","Number","100"
"All Fatal and Injury Collisions","2020","Roscommon","Number","58"
"All Fatal and Injury Collisions","2020","Sligo","Number","63"
"All Fatal and Injury Collisions","2020","Cavan","Number","86"
"All Fatal and Injury Collisions","2020","Donegal","Number","153"
"All Fatal and Injury Collisions","2020","Monaghan","Number","62"
"All Fatal and Injury Collisions","2021","All Counties","Number","4913"
"All Fatal and Injury Collisions","2021","Carlow","Number","62"
"All Fatal and Injury Collisions","2021","Dublin","Number","1510"
"All Fatal and Injury Collisions","2021","Kildare","Number","221"
"All Fatal and Injury Collisions","2021","Kilkenny","Number","90"
"All Fatal and Injury Collisions","2021","Laois","Number","72"
"All Fatal and Injury Collisions","2021","Longford","Number","46"
"All Fatal and Injury Collisions","2021","Louth","Number","175"
"All Fatal and Injury Collisions","2021","Meath","Number","203"
"All Fatal and Injury Collisions","2021","Offaly","Number","82"
"All Fatal and Injury Collisions","2021","Westmeath","Number","91"
"All Fatal and Injury Collisions","2021","Wexford","Number","148"
"All Fatal and Injury Collisions","2021","Wicklow","Number","132"
"All Fatal and Injury Collisions","2021","Clare","Number","97"
"All Fatal and Injury Collisions","2021","Cork","Number","474"
"All Fatal and Injury Collisions","2021","Kerry","Number","170"
"All Fatal and Injury Collisions","2021","Limerick","Number","201"
"All Fatal and Injury Collisions","2021","Tipperary","Number","145"
"All Fatal and Injury Collisions","2021","Waterford","Number","140"
"All Fatal and Injury Collisions","2021","Galway","Number","250"
"All Fatal and Injury Collisions","2021","Leitrim","Number","21"
"All Fatal and Injury Collisions","2021","Mayo","Number","120"
"All Fatal and Injury Collisions","2021","Roscommon","Number","54"
"All Fatal and Injury Collisions","2021","Sligo","Number","60"
"All Fatal and Injury Collisions","2021","Cavan","Number","105"
"All Fatal and Injury Collisions","2021","Donegal","Number","169"
"All Fatal and Injury Collisions","2021","Monaghan","Number","75"
"All Fatal and Injury Collisions","2022","All Counties","Number","5715"
"All Fatal and Injury Collisions","2022","Carlow","Number","80"
"All Fatal and Injury Collisions","2022","Dublin","Number","1710"
"All Fatal and Injury Collisions","2022","Kildare","Number","247"
"All Fatal and Injury Collisions","2022","Kilkenny","Number","103"
"All Fatal and Injury Collisions","2022","Laois","Number","91"
"All Fatal and Injury Collisions","2022","Longford","Number","68"
"All Fatal and Injury Collisions","2022","Louth","Number","200"
"All Fatal and Injury Collisions","2022","Meath","Number","229"
"All Fatal and Injury Collisions","2022","Offaly","Number","91"
"All Fatal and Injury Collisions","2022","Westmeath","Number","83"
"All Fatal and Injury Collisions","2022","Wexford","Number","177"
"All Fatal and Injury Collisions","2022","Wicklow","Number","114"
"All Fatal and Injury Collisions","2022","Clare","Number","114"
"All Fatal and Injury Collisions","2022","Cork","Number","603"
"All Fatal and Injury Collisions","2022","Kerry","Number","185"
"All Fatal and Injury Collisions","2022","Limerick","Number","274"
"All Fatal and Injury Collisions","2022","Tipperary","Number","176"
"All Fatal and Injury Collisions","2022","Waterford","Number","162"
"All Fatal and Injury Collisions","2022","Galway","Number","284"
"All Fatal and Injury Collisions","2022","Leitrim","Number","34"
"All Fatal and Injury Collisions","2022","Mayo","Number","140"
"All Fatal and Injury Collisions","2022","Roscommon","Number","66"
"All Fatal and Injury Collisions","2022","Sligo","Number","92"
"All Fatal and Injury Collisions","2022","Cavan","Number","95"
"All Fatal and Injury Collisions","2022","Donegal","Number","207"
"All Fatal and Injury Collisions","2022","Monaghan","Number","90"
"Killed Casualities","2013","All Counties","Number","188"
"Killed Casualities","2013","Carlow","Number","2"
"Killed Casualities","2013","Dublin","Number","19"
"Killed Casualities","2013","Kildare","Number","15"
"Killed Casualities","2013","Kilkenny","Number","4"
"Killed Casualities","2013","Laois","Number","2"
"Killed Casualities","2013","Longford","Number","2"
"Killed Casualities","2013","Louth","Number","4"
"Killed Casualities","2013","Meath","Number","9"
"Killed Casualities","2013","Offaly","Number","5"
"Killed Casualities","2013","Westmeath","Number","5"
"Killed Casualities","2013","Wexford","Number","7"
"Killed Casualities","2013","Wicklow","Number","6"
"Killed Casualities","2013","Clare","Number","2"
"Killed Casualities","2013","Cork","Number","18"
"Killed Casualities","2013","Kerry","Number","14"
"Killed Casualities","2013","Limerick","Number","6"
"Killed Casualities","2013","Tipperary","Number","12"
"Killed Casualities","2013","Waterford","Number","2"
"Killed Casualities","2013","Galway","Number","13"
"Killed Casualities","2013","Leitrim","Number","2"
"Killed Casualities","2013","Mayo","Number","6"
"Killed Casualities","2013","Roscommon","Number","4"
"Killed Casualities","2013","Sligo","Number","5"
"Killed Casualities","2013","Cavan","Number","3"
"Killed Casualities","2013","Donegal","Number","13"
"Killed Casualities","2013","Monaghan","Number","8"
"Killed Casualities","2014","All Counties","Number","193"
"Killed Casualities","2014","Carlow","Number","5"
"Killed Casualities","2014","Dublin","Number","29"
"Killed Casualities","2014","Kildare","Number","4"
"Killed Casualities","2014","Kilkenny","Number","3"
"Killed Casualities","2014","Laois","Number","7"
"Killed Casualities","2014","Longford","Number","4"
"Killed Casualities","2014","Louth","Number","6"
"Killed Casualities","2014","Meath","Number","5"
"Killed Casualities","2014","Offaly","Number","2"
"Killed Casualities","2014","Westmeath","Number","6"
"Killed Casualities","2014","Wexford","Number","4"
"Killed Casualities","2014","Wicklow","Number","7"
"Killed Casualities","2014","Clare","Number","5"
"Killed Casualities","2014","Cork","Number","19"
"Killed Casualities","2014","Kerry","Number","14"
"Killed Casualities","2014","Limerick","Number","10"
"Killed Casualities","2014","Tipperary","Number","14"
"Killed Casualities","2014","Waterford","Number","6"
"Killed Casualities","2014","Galway","Number","5"
"Killed Casualities","2014","Leitrim","Number","1"
"Killed Casualities","2014","Mayo","Number","12"
"Killed Casualities","2014","Roscommon","Number","6"
"Killed Casualities","2014","Sligo","Number","1"
"Killed Casualities","2014","Cavan","Number","1"
"Killed Casualities","2014","Donegal","Number","9"
"Killed Casualities","2014","Monaghan","Number","8"
"Killed Casualities","2015","All Counties","Number","162"
"Killed Casualities","2015","Carlow","Number","4"
"Killed Casualities","2015","Dublin","Number","17"
"Killed Casualities","2015","Kildare","Number","9"
"Killed Casualities","2015","Kilkenny","Number","2"
"Killed Casualities","2015","Laois","Number","4"
"Killed Casualities","2015","Longford","Number","5"
"Killed Casualities","2015","Louth","Number","6"
"Killed Casualities","2015","Meath","Number","8"
"Killed Casualities","2015","Offaly","Number","4"
"Killed Casualities","2015","Westmeath","Number","5"
"Killed Casualities","2015","Wexford","Number","7"
"Killed Casualities","2015","Wicklow","Number","8"
"Killed Casualities","2015","Clare","Number","2"
"Killed Casualities","2015","Cork","Number","15"
"Killed Casualities","2015","Kerry","Number","8"
"Killed Casualities","2015","Limerick","Number","4"
"Killed Casualities","2015","Tipperary","Number","4"
"Killed Casualities","2015","Waterford","Number","0"
"Killed Casualities","2015","Galway","Number","12"
"Killed Casualities","2015","Leitrim","Number","3"
"Killed Casualities","2015","Mayo","Number","13"
"Killed Casualities","2015","Roscommon","Number","1"
"Killed Casualities","2015","Sligo","Number","2"
"Killed Casualities","2015","Cavan","Number","4"
"Killed Casualities","2015","Donegal","Number","11"
"Killed Casualities","2015","Monaghan","Number","4"
"Killed Casualities","2016","All Counties","Number","186"
"Killed Casualities","2016","Carlow","Number","0"
"Killed Casualities","2016","Dublin","Number","21"
"Killed Casualities","2016","Kildare","Number","7"
"Killed Casualities","2016","Kilkenny","Number","6"
"Killed Casualities","2016","Laois","Number","3"
"Killed Casualities","2016","Longford","Number","3"
"Killed Casualities","2016","Louth","Number","7"
"Killed Casualities","2016","Meath","Number","12"
"Killed Casualities","2016","Offaly","Number","4"
"Killed Casualities","2016","Westmeath","Number","4"
"Killed Casualities","2016","Wexford","Number","4"
"Killed Casualities","2016","Wicklow","Number","2"
"Killed Casualities","2016","Clare","Number","4"
"Killed Casualities","2016","Cork","Number","21"
"Killed Casualities","2016","Kerry","Number","7"
"Killed Casualities","2016","Limerick","Number","17"
"Killed Casualities","2016","Tipperary","Number","13"
"Killed Casualities","2016","Waterford","Number","9"
"Killed Casualities","2016","Galway","Number","10"
"Killed Casualities","2016","Leitrim","Number","1"
"Killed Casualities","2016","Mayo","Number","4"
"Killed Casualities","2016","Roscommon","Number","7"
"Killed Casualities","2016","Sligo","Number","2"
"Killed Casualities","2016","Cavan","Number","3"
"Killed Casualities","2016","Donegal","Number","10"
"Killed Casualities","2016","Monaghan","Number","5"
"Killed Casualities","2017","All Counties","Number","156"
"Killed Casualities","2017","Carlow","Number","3"
"Killed Casualities","2017","Dublin","Number","24"
"Killed Casualities","2017","Kildare","Number","6"
"Killed Casualities","2017","Kilkenny","Number","5"
"Killed Casualities","2017","Laois","Number","2"
"Killed Casualities","2017","Longford","Number","2"
"Killed Casualities","2017","Louth","Number","10"
"Killed Casualities","2017","Meath","Number","8"
"Killed Casualities","2017","Offaly","Number","2"
"Killed Casualities","2017","Westmeath","Number","1"
"Killed Casualities","2017","Wexford","Number","7"
"Killed Casualities","2017","Wicklow","Number","2"
"Killed Casualities","2017","Clare","Number","4"
"Killed Casualities","2017","Cork","Number","14"
"Killed Casualities","2017","Kerry","Number","7"
"Killed Casualities","2017","Limerick","Number","7"
"Killed Casualities","2017","Tipperary","Number","8"
"Killed Casualities","2017","Waterford","Number","4"
"Killed Casualities","2017","Galway","Number","5"
"Killed Casualities","2017","Leitrim","Number","1"
"Killed Casualities","2017","Mayo","Number","12"
"Killed Casualities","2017","Roscommon","Number","4"
"Killed Casualities","2017","Sligo","Number","2"
"Killed Casualities","2017","Cavan","Number","2"
"Killed Casualities","2017","Donegal","Number","6"
"Killed Casualities","2017","Monaghan","Number","8"
"Killed Casualities","2018","All Counties","Number","139"
"Killed Casualities","2018","Carlow","Number","2"
"Killed Casualities","2018","Dublin","Number","14"
"Killed Casualities","2018","Kildare","Number","4"
"Killed Casualities","2018","Kilkenny","Number","2"
"Killed Casualities","2018","Laois","Number","5"
"Killed Casualities","2018","Longford","Number","3"
"Killed Casualities","2018","Louth","Number","6"
"Killed Casualities","2018","Meath","Number","7"
"Killed Casualities","2018","Offaly","Number","2"
"Killed Casualities","2018","Westmeath","Number","5"
"Killed Casualities","2018","Wexford","Number","3"
"Killed Casualities","2018","Wicklow","Number","5"
"Killed Casualities","2018","Clare","Number","6"
"Killed Casualities","2018","Cork","Number","15"
"Killed Casualities","2018","Kerry","Number","3"
"Killed Casualities","2018","Limerick","Number","9"
"Killed Casualities","2018","Tipperary","Number","10"
"Killed Casualities","2018","Waterford","Number","3"
"Killed Casualities","2018","Galway","Number","7"
"Killed Casualities","2018","Leitrim","Number","1"
"Killed Casualities","2018","Mayo","Number","9"
"Killed Casualities","2018","Roscommon","Number","2"
"Killed Casualities","2018","Sligo","Number","1"
"Killed Casualities","2018","Cavan","Number","3"
"Killed Casualities","2018","Donegal","Number","10"
"Killed Casualities","2018","Monaghan","Number","2"
"Killed Casualities","2019","All Counties","Number","140"
"Killed Casualities","2019","Carlow","Number","2"
"Killed Casualities","2019","Dublin","Number","19"
"Killed Casualities","2019","Kildare","Number","4"
"Killed Casualities","2019","Kilkenny","Number","6"
"Killed Casualities","2019","Laois","Number","1"
"Killed Casualities","2019","Longford","Number","1"
"Killed Casualities","2019","Louth","Number","4"
"Killed Casualities","2019","Meath","Number","7"
"Killed Casualities","2019","Offaly","Number","5"
"Killed Casualities","2019","Westmeath","Number","3"
"Killed Casualities","2019","Wexford","Number","7"
"Killed Casualities","2019","Wicklow","Number","3"
"Killed Casualities","2019","Clare","Number","5"
"Killed Casualities","2019","Cork","Number","14"
"Killed Casualities","2019","Kerry","Number","6"
"Killed Casualities","2019","Limerick","Number","9"
"Killed Casualities","2019","Tipperary","Number","13"
"Killed Casualities","2019","Waterford","Number","3"
"Killed Casualities","2019","Galway","Number","7"
"Killed Casualities","2019","Leitrim","Number","1"
"Killed Casualities","2019","Mayo","Number","3"
"Killed Casualities","2019","Roscommon","Number","3"
"Killed Casualities","2019","Sligo","Number","1"
"Killed Casualities","2019","Cavan","Number","3"
"Killed Casualities","2019","Donegal","Number","8"
"Killed Casualities","2019","Monaghan","Number","2"
"Killed Casualities","2020","All Counties","Number","147"
"Killed Casualities","2020","Carlow","Number","3"
"Killed Casualities","2020","Dublin","Number","21"
"Killed Casualities","2020","Kildare","Number","4"
"Killed Casualities","2020","Kilkenny","Number","5"
"Killed Casualities","2020","Laois","Number","0"
"Killed Casualities","2020","Longford","Number","0"
"Killed Casualities","2020","Louth","Number","9"
"Killed Casualities","2020","Meath","Number","8"
"Killed Casualities","2020","Offaly","Number","4"
"Killed Casualities","2020","Westmeath","Number","4"
"Killed Casualities","2020","Wexford","Number","7"
"Killed Casualities","2020","Wicklow","Number","1"
"Killed Casualities","2020","Clare","Number","3"
"Killed Casualities","2020","Cork","Number","22"
"Killed Casualities","2020","Kerry","Number","9"
"Killed Casualities","2020","Limerick","Number","5"
"Killed Casualities","2020","Tipperary","Number","7"
"Killed Casualities","2020","Waterford","Number","2"
"Killed Casualities","2020","Galway","Number","5"
"Killed Casualities","2020","Leitrim","Number","1"
"Killed Casualities","2020","Mayo","Number","5"
"Killed Casualities","2020","Roscommon","Number","5"
"Killed Casualities","2020","Sligo","Number","2"
"Killed Casualities","2020","Cavan","Number","2"
"Killed Casualities","2020","Donegal","Number","10"
"Killed Casualities","2020","Monaghan","Number","3"
"Killed Casualities","2021","All Counties","Number","136"
"Killed Casualities","2021","Carlow","Number","0"
"Killed Casualities","2021","Dublin","Number","21"
"Killed Casualities","2021","Kildare","Number","7"
"Killed Casualities","2021","Kilkenny","Number","2"
"Killed Casualities","2021","Laois","Number","2"
"Killed Casualities","2021","Longford","Number","3"
"Killed Casualities","2021","Louth","Number","7"
"Killed Casualities","2021","Meath","Number","14"
"Killed Casualities","2021","Offaly","Number","0"
"Killed Casualities","2021","Westmeath","Number","2"
"Killed Casualities","2021","Wexford","Number","7"
"Killed Casualities","2021","Wicklow","Number","1"
"Killed Casualities","2021","Clare","Number","2"
"Killed Casualities","2021","Cork","Number","8"
"Killed Casualities","2021","Kerry","Number","6"
"Killed Casualities","2021","Limerick","Number","6"
"Killed Casualities","2021","Tipperary","Number","10"
"Killed Casualities","2021","Waterford","Number","1"
"Killed Casualities","2021","Galway","Number","12"
"Killed Casualities","2021","Leitrim","Number","0"
"Killed Casualities","2021","Mayo","Number","5"
"Killed Casualities","2021","Roscommon","Number","2"
"Killed Casualities","2021","Sligo","Number","1"
"Killed Casualities","2021","Cavan","Number","5"
"Killed Casualities","2021","Donegal","Number","7"
"Killed Casualities","2021","Monaghan","Number","5"
"Killed Casualities","2022","All Counties","Number","153"
"Killed Casualities","2022","Carlow","Number","0"
"Killed Casualities","2022","Dublin","Number","13"
"Killed Casualities","2022","Kildare","Number","4"
"Killed Casualities","2022","Kilkenny","Number","9"
"Killed Casualities","2022","Laois","Number","3"
"Killed Casualities","2022","Longford","Number","2"
"Killed Casualities","2022","Louth","Number","8"
"Killed Casualities","2022","Meath","Number","7"
"Killed Casualities","2022","Offaly","Number","4"
"Killed Casualities","2022","Westmeath","Number","3"
"Killed Casualities","2022","Wexford","Number","9"
"Killed Casualities","2022","Wicklow","Number","2"
"Killed Casualities","2022","Clare","Number","7"
"Killed Casualities","2022","Cork","Number","13"
"Killed Casualities","2022","Kerry","Number","7"
"Killed Casualities","2022","Limerick","Number","10"
"Killed Casualities","2022","Tipperary","Number","7"
"Killed Casualities","2022","Waterford","Number","3"
"Killed Casualities","2022","Galway","Number","6"
"Killed Casualities","2022","Leitrim","Number","2"
"Killed Casualities","2022","Mayo","Number","5"
"Killed Casualities","2022","Roscommon","Number","4"
"Killed Casualities","2022","Sligo","Number","6"
"Killed Casualities","2022","Cavan","Number","5"
"Killed Casualities","2022","Donegal","Number","8"
"Killed Casualities","2022","Monaghan","Number","6"
"Injured Casualites","2013","All Counties","Number","6880"
"Injured Casualites","2013","Carlow","Number","89"
"Injured Casualites","2013","Dublin","Number","1410"
"Injured Casualites","2013","Kildare","Number","337"
"Injured Casualites","2013","Kilkenny","Number","119"
"Injured Casualites","2013","Laois","Number","95"
"Injured Casualites","2013","Longford","Number","86"
"Injured Casualites","2013","Louth","Number","294"
"Injured Casualites","2013","Meath","Number","227"
"Injured Casualites","2013","Offaly","Number","135"
"Injured Casualites","2013","Westmeath","Number","105"
"Injured Casualites","2013","Wexford","Number","201"
"Injured Casualites","2013","Wicklow","Number","183"
"Injured Casualites","2013","Clare","Number","182"
"Injured Casualites","2013","Cork","Number","707"
"Injured Casualites","2013","Kerry","Number","250"
"Injured Casualites","2013","Limerick","Number","401"
"Injured Casualites","2013","Tipperary","Number","248"
"Injured Casualites","2013","Waterford","Number","195"
"Injured Casualites","2013","Galway","Number","467"
"Injured Casualites","2013","Leitrim","Number","40"
"Injured Casualites","2013","Mayo","Number","216"
"Injured Casualites","2013","Roscommon","Number","119"
"Injured Casualites","2013","Sligo","Number","149"
"Injured Casualites","2013","Cavan","Number","163"
"Injured Casualites","2013","Donegal","Number","355"
"Injured Casualites","2013","Monaghan","Number","107"
"Injured Casualites","2014","All Counties","Number","8079"
"Injured Casualites","2014","Carlow","Number","103"
"Injured Casualites","2014","Dublin","Number","2125"
"Injured Casualites","2014","Kildare","Number","335"
"Injured Casualites","2014","Kilkenny","Number","137"
"Injured Casualites","2014","Laois","Number","150"
"Injured Casualites","2014","Longford","Number","102"
"Injured Casualites","2014","Louth","Number","318"
"Injured Casualites","2014","Meath","Number","330"
"Injured Casualites","2014","Offaly","Number","107"
"Injured Casualites","2014","Westmeath","Number","161"
"Injured Casualites","2014","Wexford","Number","225"
"Injured Casualites","2014","Wicklow","Number","202"
"Injured Casualites","2014","Clare","Number","173"
"Injured Casualites","2014","Cork","Number","816"
"Injured Casualites","2014","Kerry","Number","347"
"Injured Casualites","2014","Limerick","Number","400"
"Injured Casualites","2014","Tipperary","Number","266"
