"Statistic Label","Year","County","UNIT","VALUE"
"Injured Casualites","2014","Waterford","Number","165"
"Injured Casualites","2014","Galway","Number","515"
"Injured Casualites","2014","Leitrim","Number","56"
"Injured Casualites","2014","Mayo","Number","216"
"Injured Casualites","2014","Roscommon","Number","141"
"Injured Casualites","2014","Sligo","Number","100"
"Injured Casualites","2014","Cavan","Number","166"
"Injured Casualites","2014","Donegal","Number","310"
"Injured Casualites","2014","Monaghan","Number","113"
"Injured Casualites","2015","All Counties","Number","7840"
"Injured Casualites","2015","Carlow","Number","95"
"Injured Casualites","2015","Dublin","Number","2143"
"Injured Casualites","2015","Kildare","Number","343"
"Injured Casualites","2015","Kilkenny","Number","166"
"Injured Casualites","2015","Laois","Number","96"
"Injured Casualites","2015","Longford","Number","136"
"Injured Casualites","2015","Louth","Number","245"
"Injured Casualites","2015","Meath","Number","303"
"Injured Casualites","2015","Offaly","Number","94"
"Injured Casualites","2015","Westmeath","Number","160"
"Injured Casualites","2015","Wexford","Number","234"
"Injured Casualites","2015","Wicklow","Number","191"
"Injured Casualites","2015","Clare","Number","158"
"Injured Casualites","2015","Cork","Number","717"
"Injured Casualites","2015","Kerry","Number","279"
"Injured Casualites","2015","Limerick","Number","355"
"Injured Casualites","2015","Tipperary","Number","237"
"Injured Casualites","2015","Waterford","Number","228"
"Injured Casualites","2015","Galway","Number","479"
"Injured Casualites","2015","Leitrim","Number","86"
"Injured Casualites","2015","Mayo","Number","227"
"Injured Casualites","2015","Roscommon","Number","114"
"Injured Casualites","2015","Sligo","Number","124"
"Injured Casualites","2015","Cavan","Number","168"
"Injured Casualites","2015","Donegal","Number","318"
"Injured Casualites","2015","Monaghan","Number","144"
"Injured Casualites","2016","All Counties","Number","7710"
"Injured Casualites","2016","Carlow","Number","85"
"Injured Casualites","2016","Dublin","Number","2210"
"Injured Casualites","2016","Kildare","Number","388"
"Injured Casualites","2016","Kilkenny","Number","162"
"Injured Casualites","2016","Laois","Number","105"
"Injured Casualites","2016","Longford","Number","112"
"Injured Casualites","2016","Louth","Number","231"
"Injured Casualites","2016","Meath","Number","282"
"Injured Casualites","2016","Offaly","Number","116"
"Injured Casualites","2016","Westmeath","Number","166"
"Injured Casualites","2016","Wexford","Number","218"
"Injured Casualites","2016","Wicklow","Number","179"
"Injured Casualites","2016","Clare","Number","158"
"Injured Casualites","2016","Cork","Number","694"
"Injured Casualites","2016","Kerry","Number","272"
"Injured Casualites","2016","Limerick","Number","350"
"Injured Casualites","2016","Tipperary","Number","234"
"Injured Casualites","2016","Waterford","Number","192"
"Injured Casualites","2016","Galway","Number","418"
"Injured Casualites","2016","Leitrim","Number","89"
"Injured Casualites","2016","Mayo","Number","207"
"Injured Casualites","2016","Roscommon","Number","142"
"Injured Casualites","2016","Sligo","Number","99"
"Injured Casualites","2016","Cavan","Number","179"
"Injured Casualites","2016","Donegal","Number","311"
"Injured Casualites","2016","Monaghan","Number","111"
"Injured Casualites","2017","All Counties","Number","7778"
"Injured Casualites","2017","Carlow","Number","77"
"Injured Casualites","2017","Dublin","Number","2258"
"Injured Casualites","2017","Kildare","Number","339"
"Injured Casualites","2017","Kilkenny","Number","137"
"Injured Casualites","2017","Laois","Number","169"
"Injured Casualites","2017","Longford","Number","83"
"Injured Casualites","2017","Louth","Number","306"
"Injured Casualites","2017","Meath","Number","267"
"Injured Casualites","2017","Offaly","Number","150"
"Injured Casualites","2017","Westmeath","Number","145"
"Injured Casualites","2017","Wexford","Number","231"
"Injured Casualites","2017","Wicklow","Number","213"
"Injured Casualites","2017","Clare","Number","191"
"Injured Casualites","2017","Cork","Number","770"
"Injured Casualites","2017","Kerry","Number","276"
"Injured Casualites","2017","Limerick","Number","346"
"Injured Casualites","2017","Tipperary","Number","229"
"Injured Casualites","2017","Waterford","Number","162"
"Injured Casualites","2017","Galway","Number","365"
"Injured Casualites","2017","Leitrim","Number","50"
"Injured Casualites","2017","Mayo","Number","192"
"Injured Casualites","2017","Roscommon","Number","136"
"Injured Casualites","2017","Sligo","Number","123"
"Injured Casualites","2017","Cavan","Number","152"
"Injured Casualites","2017","Donegal","Number","319"
"Injured Casualites","2017","Monaghan","Number","92"
"Injured Casualites","2018","All Counties","Number","8011"
"Injured Casualites","2018","Carlow","Number","56"
"Injured Casualites","2018","Dublin","Number","2345"
"Injured Casualites","2018","Kildare","Number","396"
"Injured Casualites","2018","Kilkenny","Number","122"
"Injured Casualites","2018","Laois","Number","159"
"Injured Casualites","2018","Longford","Number","80"
"Injured Casualites","2018","Louth","Number","247"
"Injured Casualites","2018","Meath","Number","250"
"Injured Casualites","2018","Offaly","Number","145"
"Injured Casualites","2018","Westmeath","Number","130"
"Injured Casualites","2018","Wexford","Number","235"
"Injured Casualites","2018","Wicklow","Number","159"
"Injured Casualites","2018","Clare","Number","133"
"Injured Casualites","2018","Cork","Number","861"
"Injured Casualites","2018","Kerry","Number","324"
"Injured Casualites","2018","Limerick","Number","408"
"Injured Casualites","2018","Tipperary","Number","251"
"Injured Casualites","2018","Waterford","Number","219"
"Injured Casualites","2018","Galway","Number","401"
"Injured Casualites","2018","Leitrim","Number","51"
"Injured Casualites","2018","Mayo","Number","211"
"Injured Casualites","2018","Roscommon","Number","109"
"Injured Casualites","2018","Sligo","Number","108"
"Injured Casualites","2018","Cavan","Number","157"
"Injured Casualites","2018","Donegal","Number","361"
"Injured Casualites","2018","Monaghan","Number","93"
"Injured Casualites","2019","All Counties","Number","7579"
"Injured Casualites","2019","Carlow","Number","99"
"Injured Casualites","2019","Dublin","Number","2338"
"Injured Casualites","2019","Kildare","Number","314"
"Injured Casualites","2019","Kilkenny","Number","89"
"Injured Casualites","2019","Laois","Number","95"
"Injured Casualites","2019","Longford","Number","84"
"Injured Casualites","2019","Louth","Number","251"
"Injured Casualites","2019","Meath","Number","236"
"Injured Casualites","2019","Offaly","Number","132"
"Injured Casualites","2019","Westmeath","Number","130"
"Injured Casualites","2019","Wexford","Number","252"
"Injured Casualites","2019","Wicklow","Number","209"
"Injured Casualites","2019","Clare","Number","151"
"Injured Casualites","2019","Cork","Number","748"
"Injured Casualites","2019","Kerry","Number","251"
"Injured Casualites","2019","Limerick","Number","351"
"Injured Casualites","2019","Tipperary","Number","236"
"Injured Casualites","2019","Waterford","Number","225"
"Injured Casualites","2019","Galway","Number","410"
"Injured Casualites","2019","Leitrim","Number","44"
"Injured Casualites","2019","Mayo","Number","204"
"Injured Casualites","2019","Roscommon","Number","86"
"Injured Casualites","2019","Sligo","Number","107"
"Injured Casualites","2019","Cavan","Number","129"
"Injured Casualites","2019","Donegal","Number","287"
"Injured Casualites","2019","Monaghan","Number","121"
"Injured Casualites","2020","All Counties","Number","5596"
"Injured Casualites","2020","Carlow","Number","68"
"Injured Casualites","2020","Dublin","Number","1616"
"Injured Casualites","2020","Kildare","Number","225"
"Injured Casualites","2020","Kilkenny","Number","80"
"Injured Casualites","2020","Laois","Number","119"
"Injured Casualites","2020","Longford","Number","78"
"Injured Casualites","2020","Louth","Number","196"
"Injured Casualites","2020","Meath","Number","220"
"Injured Casualites","2020","Offaly","Number","79"
"Injured Casualites","2020","Westmeath","Number","99"
"Injured Casualites","2020","Wexford","Number","178"
"Injured Casualites","2020","Wicklow","Number","126"
"Injured Casualites","2020","Clare","Number","116"
"Injured Casualites","2020","Cork","Number","571"
"Injured Casualites","2020","Kerry","Number","188"
"Injured Casualites","2020","Limerick","Number","251"
"Injured Casualites","2020","Tipperary","Number","192"
"Injured Casualites","2020","Waterford","Number","137"
"Injured Casualites","2020","Galway","Number","312"
"Injured Casualites","2020","Leitrim","Number","46"
"Injured Casualites","2020","Mayo","Number","143"
"Injured Casualites","2020","Roscommon","Number","82"
"Injured Casualites","2020","Sligo","Number","84"
"Injured Casualites","2020","Cavan","Number","105"
"Injured Casualites","2020","Donegal","Number","211"
"Injured Casualites","2020","Monaghan","Number","74"
"Injured Casualites","2021","All Counties","Number","6196"
"Injured Casualites","2021","Carlow","Number","77"
"Injured Casualites","2021","Dublin","Number","1788"
"Injured Casualites","2021","Kildare","Number","259"
"Injured Casualites","2021","Kilkenny","Number","122"
"Injured Casualites","2021","Laois","Number","92"
"Injured Casualites","2021","Longford","Number","75"
"Injured Casualites","2021","Louth","Number","218"
"Injured Casualites","2021","Meath","Number","252"
"Injured Casualites","2021","Offaly","Number","127"
"Injured Casualites","2021","Westmeath","Number","115"
"Injured Casualites","2021","Wexford","Number","177"
"Injured Casualites","2021","Wicklow","Number","189"
"Injured Casualites","2021","Clare","Number","123"
"Injured Casualites","2021","Cork","Number","583"
"Injured Casualites","2021","Kerry","Number","224"
"Injured Casualites","2021","Limerick","Number","270"
"Injured Casualites","2021","Tipperary","Number","189"
"Injured Casualites","2021","Waterford","Number","170"
"Injured Casualites","2021","Galway","Number","331"
"Injured Casualites","2021","Leitrim","Number","26"
"Injured Casualites","2021","Mayo","Number","175"
"Injured Casualites","2021","Roscommon","Number","77"
"Injured Casualites","2021","Sligo","Number","78"
"Injured Casualites","2021","Cavan","Number","130"
"Injured Casualites","2021","Donegal","Number","222"
"Injured Casualites","2021","Monaghan","Number","107"
"Injured Casualites","2022","All Counties","Number","7358"
"Injured Casualites","2022","Carlow","Number","113"
"Injured Casualites","2022","Dublin","Number","1971"
"Injured Casualites","2022","Kildare","Number","326"
"Injured Casualites","2022","Kilkenny","Number","157"
"Injured Casualites","2022","Laois","Number","130"
"Injured Casualites","2022","Longford","Number","92"
"Injured Casualites","2022","Louth","Number","271"
"Injured Casualites","2022","Meath","Number","320"
"Injured Casualites","2022","Offaly","Number","126"
"Injured Casualites","2022","Westmeath","Number","109"
"Injured Casualites","2022","Wexford","Number","235"
"Injured Casualites","2022","Wicklow","Number","143"
"Injured Casualites","2022","Clare","Number","160"
"Injured Casualites","2022","Cork","Number","772"
"Injured Casualites","2022","Kerry","Number","267"
"Injured Casualites","2022","Limerick","Number","379"
"Injured Casualites","2022","Tipperary","Number","226"
"Injured Casualites","2022","Waterford","Number","186"
"Injured Casualites","2022","Galway","Number","374"
"Injured Casualites","2022","Leitrim","Number","43"
"Injured Casualites","2022","Mayo","Number","212"
"Injured Casualites","2022","Roscommon","Number","87"
"Injured Casualites","2022","Sligo","Number","117"
"Injured Casualites","2022","Cavan","Number","133"
"Injured Casualites","2022","Donegal","Number","293"
"Injured Casualites","2022","Monaghan","Number","116"
"All Killed and Injured Casualities","2013","All Counties","Number","7068"
"All Killed and Injured Casualities","2013","Carlow","Number","91"
"All Killed and Injured Casualities","2013","Dublin","Number","1429"
"All Killed and Injured Casualities","2013","Kildare","Number","352"
"All Killed and Injured Casualities","2013","Kilkenny","Number","123"
"All Killed and Injured Casualities","2013","Laois","Number","97"
"All Killed and Injured Casualities","2013","Longford","Number","88"
"All Killed and Injured Casualities","2013","Louth","Number","298"
"All Killed and Injured Casualities","2013","Meath","Number","236"
"All Killed and Injured Casualities","2013","Offaly","Number","140"
"All Killed and Injured Casualities","2013","Westmeath","Number","110"
"All Killed and Injured Casualities","2013","Wexford","Number","208"
"All Killed and Injured Casualities","2013","Wicklow","Number","189"
"All Killed and Injured Casualities","2013","Clare","Number","184"
"All Killed and Injured Casualities","2013","Cork","Number","725"
"All Killed and Injured Casualities","2013","Kerry","Number","264"
"All Killed and Injured Casualities","2013","Limerick","Number","407"
"All Killed and Injured Casualities","2013","Tipperary","Number","260"
"All Killed and Injured Casualities","2013","Waterford","Number","197"
"All Killed and Injured Casualities","2013","Galway","Number","480"
"All Killed and Injured Casualities","2013","Leitrim","Number","42"
"All Killed and Injured Casualities","2013","Mayo","Number","222"
"All Killed and Injured Casualities","2013","Roscommon","Number","123"
"All Killed and Injured Casualities","2013","Sligo","Number","154"
"All Killed and Injured Casualities","2013","Cavan","Number","166"
"All Killed and Injured Casualities","2013","Donegal","Number","368"
"All Killed and Injured Casualities","2013","Monaghan","Number","115"
"All Killed and Injured Casualities","2014","All Counties","Number","8272"
"All Killed and Injured Casualities","2014","Carlow","Number","108"
"All Killed and Injured Casualities","2014","Dublin","Number","2154"
"All Killed and Injured Casualities","2014","Kildare","Number","339"
"All Killed and Injured Casualities","2014","Kilkenny","Number","140"
"All Killed and Injured Casualities","2014","Laois","Number","157"
"All Killed and Injured Casualities","2014","Longford","Number","106"
"All Killed and Injured Casualities","2014","Louth","Number","324"
"All Killed and Injured Casualities","2014","Meath","Number","335"
"All Killed and Injured Casualities","2014","Offaly","Number","109"
"All Killed and Injured Casualities","2014","Westmeath","Number","167"
"All Killed and Injured Casualities","2014","Wexford","Number","229"
"All Killed and Injured Casualities","2014","Wicklow","Number","209"
"All Killed and Injured Casualities","2014","Clare","Number","178"
"All Killed and Injured Casualities","2014","Cork","Number","835"
"All Killed and Injured Casualities","2014","Kerry","Number","361"
"All Killed and Injured Casualities","2014","Limerick","Number","410"
"All Killed and Injured Casualities","2014","Tipperary","Number","280"
"All Killed and Injured Casualities","2014","Waterford","Number","171"
"All Killed and Injured Casualities","2014","Galway","Number","520"
"All Killed and Injured Casualities","2014","Leitrim","Number","57"
"All Killed and Injured Casualities","2014","Mayo","Number","228"
"All Killed and Injured Casualities","2014","Roscommon","Number","147"
"All Killed and Injured Casualities","2014","Sligo","Number","101"
"All Killed and Injured Casualities","2014","Cavan","Number","167"
"All Killed and Injured Casualities","2014","Donegal","Number","319"
"All Killed and Injured Casualities","2014","Monaghan","Number","121"
"All Killed and Injured Casualities","2015","All Counties","Number","8002"
"All Killed and Injured Casualities","2015","Carlow","Number","99"
"All Killed and Injured Casualities","2015","Dublin","Number","2160"
"All Killed and Injured Casualities","2015","Kildare","Number","352"
"All Killed and Injured Casualities","2015","Kilkenny","Number","168"
"All Killed and Injured Casualities","2015","Laois","Number","100"
"All Killed and Injured Casualities","2015","Longford","Number","141"
"All Killed and Injured Casualities","2015","Louth","Number","251"
"All Killed and Injured Casualities","2015","Meath","Number","311"
"All Killed and Injured Casualities","2015","Offaly","Number","98"
"All Killed and Injured Casualities","2015","Westmeath","Number","165"
"All Killed and Injured Casualities","2015","Wexford","Number","241"
"All Killed and Injured Casualities","2015","Wicklow","Number","199"
"All Killed and Injured Casualities","2015","Clare","Number","160"
"All Killed and Injured Casualities","2015","Cork","Number","732"
"All Killed and Injured Casualities","2015","Kerry","Number","287"
"All Killed and Injured Casualities","2015","Limerick","Number","359"
"All Killed and Injured Casualities","2015","Tipperary","Number","241"
"All Killed and Injured Casualities","2015","Waterford","Number","228"
"All Killed and Injured Casualities","2015","Galway","Number","491"
"All Killed and Injured Casualities","2015","Leitrim","Number","89"
"All Killed and Injured Casualities","2015","Mayo","Number","240"
"All Killed and Injured Casualities","2015","Roscommon","Number","115"
"All Killed and Injured Casualities","2015","Sligo","Number","126"
"All Killed and Injured Casualities","2015","Cavan","Number","172"
"All Killed and Injured Casualities","2015","Donegal","Number","329"
"All Killed and Injured Casualities","2015","Monaghan","Number","148"
"All Killed and Injured Casualities","2016","All Counties","Number","7896"
"All Killed and Injured Casualities","2016","Carlow","Number","85"
"All Killed and Injured Casualities","2016","Dublin","Number","2231"
"All Killed and Injured Casualities","2016","Kildare","Number","395"
"All Killed and Injured Casualities","2016","Kilkenny","Number","168"
"All Killed and Injured Casualities","2016","Laois","Number","108"
"All Killed and Injured Casualities","2016","Longford","Number","115"
"All Killed and Injured Casualities","2016","Louth","Number","238"
"All Killed and Injured Casualities","2016","Meath","Number","294"
"All Killed and Injured Casualities","2016","Offaly","Number","120"
"All Killed and Injured Casualities","2016","Westmeath","Number","170"
"All Killed and Injured Casualities","2016","Wexford","Number","222"
"All Killed and Injured Casualities","2016","Wicklow","Number","181"
"All Killed and Injured Casualities","2016","Clare","Number","162"
"All Killed and Injured Casualities","2016","Cork","Number","715"
"All Killed and Injured Casualities","2016","Kerry","Number","279"
"All Killed and Injured Casualities","2016","Limerick","Number","367"
"All Killed and Injured Casualities","2016","Tipperary","Number","247"
"All Killed and Injured Casualities","2016","Waterford","Number","201"
"All Killed and Injured Casualities","2016","Galway","Number","428"
"All Killed and Injured Casualities","2016","Leitrim","Number","90"
"All Killed and Injured Casualities","2016","Mayo","Number","211"
"All Killed and Injured Casualities","2016","Roscommon","Number","149"
"All Killed and Injured Casualities","2016","Sligo","Number","101"
"All Killed and Injured Casualities","2016","Cavan","Number","182"
"All Killed and Injured Casualities","2016","Donegal","Number","321"
"All Killed and Injured Casualities","2016","Monaghan","Number","116"
"All Killed and Injured Casualities","2017","All Counties","Number","7934"
"All Killed and Injured Casualities","2017","Carlow","Number","80"
"All Killed and Injured Casualities","2017","Dublin","Number","2282"
"All Killed and Injured Casualities","2017","Kildare","Number","345"
"All Killed and Injured Casualities","2017","Kilkenny","Number","142"
"All Killed and Injured Casualities","2017","Laois","Number","171"
"All Killed and Injured Casualities","2017","Longford","Number","85"
"All Killed and Injured Casualities","2017","Louth","Number","316"
"All Killed and Injured Casualities","2017","Meath","Number","275"
"All Killed and Injured Casualities","2017","Offaly","Number","152"
"All Killed and Injured Casualities","2017","Westmeath","Number","146"
"All Killed and Injured Casualities","2017","Wexford","Number","238"
"All Killed and Injured Casualities","2017","Wicklow","Number","215"
"All Killed and Injured Casualities","2017","Clare","Number","195"
"All Killed and Injured Casualities","2017","Cork","Number","784"
"All Killed and Injured Casualities","2017","Kerry","Number","283"
"All Killed and Injured Casualities","2017","Limerick","Number","353"
"All Killed and Injured Casualities","2017","Tipperary","Number","237"
"All Killed and Injured Casualities","2017","Waterford","Number","166"
"All Killed and Injured Casualities","2017","Galway","Number","370"
"All Killed and Injured Casualities","2017","Leitrim","Number","51"
"All Killed and Injured Casualities","2017","Mayo","Number","204"
"All Killed and Injured Casualities","2017","Roscommon","Number","140"
"All Killed and Injured Casualities","2017","Sligo","Number","125"
"All Killed and Injured Casualities","2017","Cavan","Number","154"
"All Killed and Injured Casualities","2017","Donegal","Number","325"
"All Killed and Injured Casualities","2017","Monaghan","Number","100"
"All Killed and Injured Casualities","2018","All Counties","Number","8150"
"All Killed and Injured Casualities","2018","Carlow","Number","58"
"All Killed and Injured Casualities","2018","Dublin","Number","2359"
"All Killed and Injured Casualities","2018","Kildare","Number","400"
"All Killed and Injured Casualities","2018","Kilkenny","Number","124"
"All Killed and Injured Casualities","2018","Laois","Number","164"
"All Killed and Injured Casualities","2018","Longford","Number","83"
"All Killed and Injured Casualities","2018","Louth","Number","253"
"All Killed and Injured Casualities","2018","Meath","Number","257"
"All Killed and Injured Casualities","2018","Offaly","Number","147"
"All Killed and Injured Casualities","2018","Westmeath","Number","135"
"All Killed and Injured Casualities","2018","Wexford","Number","238"
"All Killed and Injured Casualities","2018","Wicklow","Number","164"
"All Killed and Injured Casualities","2018","Clare","Number","139"
"All Killed and Injured Casualities","2018","Cork","Number","876"
"All Killed and Injured Casualities","2018","Kerry","Number","327"
"All Killed and Injured Casualities","2018","Limerick","Number","417"
"All Killed and Injured Casualities","2018","Tipperary","Number","261"
"All Killed and Injured Casualities","2018","Waterford","Number","222"
"All Killed and Injured Casualities","2018","Galway","Number","408"
"All Killed and Injured Casualities","2018","Leitrim","Number","52"
"All Killed and Injured Casualities","2018","Mayo","Number","220"
"All Killed and Injured Casualities","2018","Roscommon","Number","111"
"All Killed and Injured Casualities","2018","Sligo","Number","109"
"All Killed and Injured Casualities","2018","Cavan","Number","160"
"All Killed and Injured Casualities","2018","Donegal","Number","371"
"All Killed and Injured Casualities","2018","Monaghan","Number","95"
"All Killed and Injured Casualities","2019","All Counties","Number","7719"
"All Killed and Injured Casualities","2019","Carlow","Number","101"
"All Killed and Injured Casualities","2019","Dublin","Number","2357"
"All Killed and Injured Casualities","2019","Kildare","Number","318"
"All Killed and Injured Casualities","2019","Kilkenny","Number","95"
"All Killed and Injured Casualities","2019","Laois","Number","96"
"All Killed and Injured Casualities","2019","Longford","Number","85"
"All Killed and Injured Casualities","2019","Louth","Number","255"
"All Killed and Injured Casualities","2019","Meath","Number","243"
"All Killed and Injured Casualities","2019","Offaly","Number","137"
"All Killed and Injured Casualities","2019","Westmeath","Number","133"
"All Killed and Injured Casualities","2019","Wexford","Number","259"
"All Killed and Injured Casualities","2019","Wicklow","Number","212"
"All Killed and Injured Casualities","2019","Clare","Number","156"
"All Killed and Injured Casualities","2019","Cork","Number","762"
"All Killed and Injured Casualities","2019","Kerry","Number","257"
"All Killed and Injured Casualities","2019","Limerick","Number","360"
"All Killed and Injured Casualities","2019","Tipperary","Number","249"
"All Killed and Injured Casualities","2019","Waterford","Number","228"
"All Killed and Injured Casualities","2019","Galway","Number","417"
"All Killed and Injured Casualities","2019","Leitrim","Number","45"
"All Killed and Injured Casualities","2019","Mayo","Number","207"
"All Killed and Injured Casualities","2019","Roscommon","Number","89"
"All Killed and Injured Casualities","2019","Sligo","Number","108"
"All Killed and Injured Casualities","2019","Cavan","Number","132"
"All Killed and Injured Casualities","2019","Donegal","Number","295"
"All Killed and Injured Casualities","2019","Monaghan","Number","123"
"All Killed and Injured Casualities","2020","All Counties","Number","5743"
"All Killed and Injured Casualities","2020","Carlow","Number","71"
"All Killed and Injured Casualities","2020","Dublin","Number","1637"
"All Killed and Injured Casualities","2020","Kildare","Number","229"
"All Killed and Injured Casualities","2020","Kilkenny","Number","85"
"All Killed and Injured Casualities","2020","Laois","Number","119"
"All Killed and Injured Casualities","2020","Longford","Number","78"
"All Killed and Injured Casualities","2020","Louth","Number","205"
"All Killed and Injured Casualities","2020","Meath","Number","228"
"All Killed and Injured Casualities","2020","Offaly","Number","83"
"All Killed and Injured Casualities","2020","Westmeath","Number","103"
"All Killed and Injured Casualities","2020","Wexford","Number","185"
"All Killed and Injured Casualities","2020","Wicklow","Number","127"
"All Killed and Injured Casualities","2020","Clare","Number","119"
"All Killed and Injured Casualities","2020","Cork","Number","593"
"All Killed and Injured Casualities","2020","Kerry","Number","197"
"All Killed and Injured Casualities","2020","Limerick","Number","256"
"All Killed and Injured Casualities","2020","Tipperary","Number","199"
"All Killed and Injured Casualities","2020","Waterford","Number","139"
"All Killed and Injured Casualities","2020","Galway","Number","317"
"All Killed and Injured Casualities","2020","Leitrim","Number","47"
"All Killed and Injured Casualities","2020","Mayo","Number","148"
"All Killed and Injured Casualities","2020","Roscommon","Number","87"
"All Killed and Injured Casualities","2020","Sligo","Number","86"
"All Killed and Injured Casualities","2020","Cavan","Number","107"
"All Killed and Injured Casualities","2020","Donegal","Number","221"
"All Killed and Injured Casualities","2020","Monaghan","Number","77"
"All Killed and Injured Casualities","2021","All Counties","Number","6332"
"All Killed and Injured Casualities","2021","Carlow","Number","77"
"All Killed and Injured Casualities","2021","Dublin","Number","1809"
"All Killed and Injured Casualities","2021","Kildare","Number","266"
"All Killed and Injured Casualities","2021","Kilkenny","Number","124"
"All Killed and Injured Casualities","2021","Laois","Number","94"
"All Killed and Injured Casualities","2021","Longford","Number","78"
"All Killed and Injured Casualities","2021","Louth","Number","225"
"All Killed and Injured Casualities","2021","Meath","Number","266"
"All Killed and Injured Casualities","2021","Offaly","Number","127"
"All Killed and Injured Casualities","2021","Westmeath","Number","117"
"All Killed and Injured Casualities","2021","Wexford","Number","184"
"All Killed and Injured Casualities","2021","Wicklow","Number","190"
"All Killed and Injured Casualities","2021","Clare","Number","125"
"All Killed and Injured Casualities","2021","Cork","Number","591"
"All Killed and Injured Casualities","2021","Kerry","Number","230"
"All Killed and Injured Casualities","2021","Limerick","Number","276"
"All Killed and Injured Casualities","2021","Tipperary","Number","199"
"All Killed and Injured Casualities","2021","Waterford","Number","171"
"All Killed and Injured Casualities","2021","Galway","Number","343"
"All Killed and Injured Casualities","2021","Leitrim","Number","26"
"All Killed and Injured Casualities","2021","Mayo","Number","180"
"All Killed and Injured Casualities","2021","Roscommon","Number","79"
"All Killed and Injured Casualities","2021","Sligo","Number","79"
"All Killed and Injured Casualities","2021","Cavan","Number","135"
"All Killed and Injured Casualities","2021","Donegal","Number","229"
"All Killed and Injured Casualities","2021","Monaghan","Number","112"
"All Killed and Injured Casualities","2022","All Counties","Number","7511"
"All Killed and Injured Casualities","2022","Carlow","Number","113"
"All Killed and Injured Casualities","2022","Dublin","Number","1984"
"All Killed and Injured Casualities","2022","Kildare","Number","330"
"All Killed and Injured Casualities","2022","Kilkenny","Number","166"
"All Killed and Injured Casualities","2022","Laois","Number","133"
"All Killed and Injured Casualities","2022","Longford","Number","94"
"All Killed and Injured Casualities","2022","Louth","Number","279"
"All Killed and Injured Casualities","2022","Meath","Number","327"
"All Killed and Injured Casualities","2022","Offaly","Number","130"
"All Killed and Injured Casualities","2022","Westmeath","Number","112"
"All Killed and Injured Casualities","2022","Wexford","Number","244"
"All Killed and Injured Casualities","2022","Wicklow","Number","145"
"All Killed and Injured Casualities","2022","Clare","Number","167"
"All Killed and Injured Casualities","2022","Cork","Number","785"
"All Killed and Injured Casualities","2022","Kerry","Number","274"
"All Killed and Injured Casualities","2022","Limerick","Number","389"
"All Killed and Injured Casualities","2022","Tipperary","Number","233"
"All Killed and Injured Casualities","2022","Waterford","Number","189"
"All Killed and Injured Casualities","2022","Galway","Number","380"
"All Killed and Injured Casualities","2022","Leitrim","Number","45"
"All Killed and Injured Casualities","2022","Mayo","Number","217"
"All Killed and Injured Casualities","2022","Roscommon","Number","91"
"All Killed and Injured Casualities","2022","Sligo","Number","123"
"All Killed and Injured Casualities","2022","Cavan","Number","138"
"All Killed and Injured Casualities","2022","Donegal","Number","301"
"All Killed and Injured Casualities","2022","Monaghan","Number","122"
