"Statistic Label","Age Group","Sex","Province County or City","CensusYear","UNIT","VALUE"
"2002 Population","65 - 69 years","Male","Carlow","2002","Number","733"
"2002 Population","65 - 69 years","Male","Dublin","2002","Number","16787"
"2002 Population","65 - 69 years","Male","Dublin City","2002","Number","8612"
"2002 Population","65 - 69 years","Male","Dún Laoghaire-Rathdown","2002","Number","3367"
"2002 Population","65 - 69 years","Male","Fingal","2002","Number","2064"
"2002 Population","65 - 69 years","Male","South Dublin","2002","Number","2744"
"2002 Population","65 - 69 years","Male","Kildare","2002","Number","1755"
"2002 Population","65 - 69 years","Male","Kilkenny","2002","Number","1379"
"2002 Population","65 - 69 years","Male","Laois","2002","Number","996"
"2002 Population","65 - 69 years","Male","Longford","2002","Number","646"
"2002 Population","65 - 69 years","Male","Louth","2002","Number","1571"
"2002 Population","65 - 69 years","Male","Meath","2002","Number","1787"
"2002 Population","65 - 69 years","Male","Offaly","2002","Number","1130"
"2002 Population","65 - 69 years","Male","Westmeath","2002","Number","1178"
"2002 Population","65 - 69 years","Male","Wexford","2002","Number","2215"
"2002 Population","65 - 69 years","Male","Wicklow","2002","Number","1770"
"2002 Population","65 - 69 years","Male","Munster","2002","Number","19843"
"2002 Population","65 - 69 years","Male","Clare","2002","Number","1870"
"2002 Population","65 - 69 years","Male","Cork","2002","Number","7778"
"2002 Population","65 - 69 years","Male","Cork City","2002","Number","2409"
"2002 Population","65 - 69 years","Male","Cork County","2002","Number","5369"
"2002 Population","65 - 69 years","Male","Kerry","2002","Number","2715"
"2002 Population","65 - 69 years","Male","Limerick","2002","Number","2930"
"2002 Population","65 - 69 years","Male","Limerick City","2002","Number","974"
"2002 Population","65 - 69 years","Male","Limerick County","2002","Number","1956"
"2002 Population","65 - 69 years","Male","North Tipperary","2002","Number","1196"
"2002 Population","65 - 69 years","Male","South Tipperary","2002","Number","1482"
"2002 Population","65 - 69 years","Male","Waterford","2002","Number","1872"
"2002 Population","65 - 69 years","Male","Waterford City","2002","Number","786"
"2002 Population","65 - 69 years","Male","Waterford County","2002","Number","1086"
"2002 Population","65 - 69 years","Male","Connacht","2002","Number","8865"
"2002 Population","65 - 69 years","Male","Galway","2002","Number","3551"
"2002 Population","65 - 69 years","Male","Galway City","2002","Number","835"
"2002 Population","65 - 69 years","Male","Galway County","2002","Number","2716"
"2002 Population","65 - 69 years","Male","Leitrim","2002","Number","609"
"2002 Population","65 - 69 years","Male","Mayo","2002","Number","2438"
"2002 Population","65 - 69 years","Male","Roscommon","2002","Number","1208"
"2002 Population","65 - 69 years","Male","Sligo","2002","Number","1059"
"2002 Population","65 - 69 years","Male","Ulster (part of)","2002","Number","4635"
"2002 Population","65 - 69 years","Male","Cavan","2002","Number","1149"
"2002 Population","65 - 69 years","Male","Donegal","2002","Number","2544"
"2002 Population","65 - 69 years","Male","Monaghan","2002","Number","942"
"2002 Population","65 - 69 years","Female","State","2002","Number","68184"
"2002 Population","65 - 69 years","Female","Leinster","2002","Number","35062"
"2002 Population","65 - 69 years","Female","Carlow","2002","Number","706"
"2002 Population","65 - 69 years","Female","Dublin","2002","Number","19641"
"2002 Population","65 - 69 years","Female","Dublin City","2002","Number","10427"
"2002 Population","65 - 69 years","Female","Dún Laoghaire-Rathdown","2002","Number","4094"
"2002 Population","65 - 69 years","Female","Fingal","2002","Number","2192"
"2002 Population","65 - 69 years","Female","South Dublin","2002","Number","2928"
"2002 Population","65 - 69 years","Female","Kildare","2002","Number","1791"
"2002 Population","65 - 69 years","Female","Kilkenny","2002","Number","1438"
"2002 Population","65 - 69 years","Female","Laois","2002","Number","1009"
"2002 Population","65 - 69 years","Female","Longford","2002","Number","581"
"2002 Population","65 - 69 years","Female","Louth","2002","Number","1642"
"2002 Population","65 - 69 years","Female","Meath","2002","Number","1806"
"2002 Population","65 - 69 years","Female","Offaly","2002","Number","1181"
"2002 Population","65 - 69 years","Female","Westmeath","2002","Number","1204"
"2002 Population","65 - 69 years","Female","Wexford","2002","Number","2268"
"2002 Population","65 - 69 years","Female","Wicklow","2002","Number","1795"
"2002 Population","65 - 69 years","Female","Munster","2002","Number","20280"
"2002 Population","65 - 69 years","Female","Clare","2002","Number","1789"
"2002 Population","65 - 69 years","Female","Cork","2002","Number","8159"
"2002 Population","65 - 69 years","Female","Cork City","2002","Number","2734"
"2002 Population","65 - 69 years","Female","Cork County","2002","Number","5425"
"2002 Population","65 - 69 years","Female","Kerry","2002","Number","2644"
"2002 Population","65 - 69 years","Female","Limerick","2002","Number","3019"
"2002 Population","65 - 69 years","Female","Limerick City","2002","Number","1091"
"2002 Population","65 - 69 years","Female","Limerick County","2002","Number","1928"
"2002 Population","65 - 69 years","Female","North Tipperary","2002","Number","1220"
"2002 Population","65 - 69 years","Female","South Tipperary","2002","Number","1477"
"2002 Population","65 - 69 years","Female","Waterford","2002","Number","1972"
"2002 Population","65 - 69 years","Female","Waterford City","2002","Number","893"
"2002 Population","65 - 69 years","Female","Waterford County","2002","Number","1079"
"2002 Population","65 - 69 years","Female","Connacht","2002","Number","8437"
"2002 Population","65 - 69 years","Female","Galway","2002","Number","3360"
"2002 Population","65 - 69 years","Female","Galway City","2002","Number","875"
"2002 Population","65 - 69 years","Female","Galway County","2002","Number","2485"
"2002 Population","65 - 69 years","Female","Leitrim","2002","Number","512"
"2002 Population","65 - 69 years","Female","Mayo","2002","Number","2363"
"2002 Population","65 - 69 years","Female","Roscommon","2002","Number","1082"
"2002 Population","65 - 69 years","Female","Sligo","2002","Number","1120"
"2002 Population","65 - 69 years","Female","Ulster (part of)","2002","Number","4405"
"2002 Population","65 - 69 years","Female","Cavan","2002","Number","1066"
"2002 Population","65 - 69 years","Female","Donegal","2002","Number","2426"
"2002 Population","65 - 69 years","Female","Monaghan","2002","Number","913"
"2002 Population","70 - 74 years","Both sexes","State","2002","Number","112129"
"2002 Population","70 - 74 years","Both sexes","Leinster","2002","Number","55338"
"2002 Population","70 - 74 years","Both sexes","Carlow","2002","Number","1302"
"2002 Population","70 - 74 years","Both sexes","Dublin","2002","Number","30307"
"2002 Population","70 - 74 years","Both sexes","Dublin City","2002","Number","16971"
"2002 Population","70 - 74 years","Both sexes","Dún Laoghaire-Rathdown","2002","Number","6298"
"2002 Population","70 - 74 years","Both sexes","Fingal","2002","Number","2966"
"2002 Population","70 - 74 years","Both sexes","South Dublin","2002","Number","4072"
"2002 Population","70 - 74 years","Both sexes","Kildare","2002","Number","2689"
"2002 Population","70 - 74 years","Both sexes","Kilkenny","2002","Number","2394"
"2002 Population","70 - 74 years","Both sexes","Laois","2002","Number","1768"
"2002 Population","70 - 74 years","Both sexes","Longford","2002","Number","1008"
"2002 Population","70 - 74 years","Both sexes","Louth","2002","Number","2637"
"2002 Population","70 - 74 years","Both sexes","Meath","2002","Number","2939"
"2002 Population","70 - 74 years","Both sexes","Offaly","2002","Number","1863"
"2002 Population","70 - 74 years","Both sexes","Westmeath","2002","Number","2018"
"2002 Population","70 - 74 years","Both sexes","Wexford","2002","Number","3568"
"2002 Population","70 - 74 years","Both sexes","Wicklow","2002","Number","2845"
"2002 Population","70 - 74 years","Both sexes","Munster","2002","Number","33662"
"2002 Population","70 - 74 years","Both sexes","Clare","2002","Number","3075"
"2002 Population","70 - 74 years","Both sexes","Cork","2002","Number","13271"
"2002 Population","70 - 74 years","Both sexes","Cork City","2002","Number","4200"
"2002 Population","70 - 74 years","Both sexes","Cork County","2002","Number","9071"
"2002 Population","70 - 74 years","Both sexes","Kerry","2002","Number","4662"
"2002 Population","70 - 74 years","Both sexes","Limerick","2002","Number","4889"
"2002 Population","70 - 74 years","Both sexes","Limerick City","2002","Number","1732"
"2002 Population","70 - 74 years","Both sexes","Limerick County","2002","Number","3157"
"2002 Population","70 - 74 years","Both sexes","North Tipperary","2002","Number","2116"
"2002 Population","70 - 74 years","Both sexes","South Tipperary","2002","Number","2550"
"2002 Population","70 - 74 years","Both sexes","Waterford","2002","Number","3099"
"2002 Population","70 - 74 years","Both sexes","Waterford City","2002","Number","1291"
"2002 Population","70 - 74 years","Both sexes","Waterford County","2002","Number","1808"
"2002 Population","70 - 74 years","Both sexes","Connacht","2002","Number","15341"
"2002 Population","70 - 74 years","Both sexes","Galway","2002","Number","5950"
"2002 Population","70 - 74 years","Both sexes","Galway City","2002","Number","1379"
"2002 Population","70 - 74 years","Both sexes","Galway County","2002","Number","4571"
"2002 Population","70 - 74 years","Both sexes","Leitrim","2002","Number","1047"
"2002 Population","70 - 74 years","Both sexes","Mayo","2002","Number","4275"
"2002 Population","70 - 74 years","Both sexes","Roscommon","2002","Number","2168"
"2002 Population","70 - 74 years","Both sexes","Sligo","2002","Number","1901"
"2002 Population","70 - 74 years","Both sexes","Ulster (part of)","2002","Number","7788"
"2002 Population","70 - 74 years","Both sexes","Cavan","2002","Number","1907"
"2002 Population","70 - 74 years","Both sexes","Donegal","2002","Number","4223"
"2002 Population","70 - 74 years","Both sexes","Monaghan","2002","Number","1658"
"2002 Population","70 - 74 years","Male","State","2002","Number","51719"
"2002 Population","70 - 74 years","Male","Leinster","2002","Number","24696"
"2002 Population","70 - 74 years","Male","Carlow","2002","Number","642"
"2002 Population","70 - 74 years","Male","Dublin","2002","Number","12923"
"2002 Population","70 - 74 years","Male","Dublin City","2002","Number","7126"
"2002 Population","70 - 74 years","Male","Dún Laoghaire-Rathdown","2002","Number","2705"
"2002 Population","70 - 74 years","Male","Fingal","2002","Number","1293"
"2002 Population","70 - 74 years","Male","South Dublin","2002","Number","1799"
"2002 Population","70 - 74 years","Male","Kildare","2002","Number","1303"
"2002 Population","70 - 74 years","Male","Kilkenny","2002","Number","1142"
"2002 Population","70 - 74 years","Male","Laois","2002","Number","886"
"2002 Population","70 - 74 years","Male","Longford","2002","Number","451"
"2002 Population","70 - 74 years","Male","Louth","2002","Number","1197"
"2002 Population","70 - 74 years","Male","Meath","2002","Number","1347"
"2002 Population","70 - 74 years","Male","Offaly","2002","Number","923"
"2002 Population","70 - 74 years","Male","Westmeath","2002","Number","904"
"2002 Population","70 - 74 years","Male","Wexford","2002","Number","1699"
"2002 Population","70 - 74 years","Male","Wicklow","2002","Number","1279"
"2002 Population","70 - 74 years","Male","Munster","2002","Number","15783"
"2002 Population","70 - 74 years","Male","Clare","2002","Number","1488"
"2002 Population","70 - 74 years","Male","Cork","2002","Number","6097"
"2002 Population","70 - 74 years","Male","Cork City","2002","Number","1871"
"2002 Population","70 - 74 years","Male","Cork County","2002","Number","4226"
"2002 Population","70 - 74 years","Male","Kerry","2002","Number","2203"
"2002 Population","70 - 74 years","Male","Limerick","2002","Number","2305"
"2002 Population","70 - 74 years","Male","Limerick City","2002","Number","756"
"2002 Population","70 - 74 years","Male","Limerick County","2002","Number","1549"
"2002 Population","70 - 74 years","Male","North Tipperary","2002","Number","1000"
"2002 Population","70 - 74 years","Male","South Tipperary","2002","Number","1239"
"2002 Population","70 - 74 years","Male","Waterford","2002","Number","1451"
"2002 Population","70 - 74 years","Male","Waterford City","2002","Number","569"
"2002 Population","70 - 74 years","Male","Waterford County","2002","Number","882"
"2002 Population","70 - 74 years","Male","Connacht","2002","Number","7457"
"2002 Population","70 - 74 years","Male","Galway","2002","Number","2837"
"2002 Population","70 - 74 years","Male","Galway City","2002","Number","603"
"2002 Population","70 - 74 years","Male","Galway County","2002","Number","2234"
"2002 Population","70 - 74 years","Male","Leitrim","2002","Number","540"
"2002 Population","70 - 74 years","Male","Mayo","2002","Number","2079"
"2002 Population","70 - 74 years","Male","Roscommon","2002","Number","1075"
"2002 Population","70 - 74 years","Male","Sligo","2002","Number","926"
"2002 Population","70 - 74 years","Male","Ulster (part of)","2002","Number","3783"
"2002 Population","70 - 74 years","Male","Cavan","2002","Number","960"
"2002 Population","70 - 74 years","Male","Donegal","2002","Number","2043"
"2002 Population","70 - 74 years","Male","Monaghan","2002","Number","780"
"2002 Population","70 - 74 years","Female","State","2002","Number","60410"
"2002 Population","70 - 74 years","Female","Leinster","2002","Number","30642"
"2002 Population","70 - 74 years","Female","Carlow","2002","Number","660"
"2002 Population","70 - 74 years","Female","Dublin","2002","Number","17384"
"2002 Population","70 - 74 years","Female","Dublin City","2002","Number","9845"
"2002 Population","70 - 74 years","Female","Dún Laoghaire-Rathdown","2002","Number","3593"
"2002 Population","70 - 74 years","Female","Fingal","2002","Number","1673"
"2002 Population","70 - 74 years","Female","South Dublin","2002","Number","2273"
"2002 Population","70 - 74 years","Female","Kildare","2002","Number","1386"
"2002 Population","70 - 74 years","Female","Kilkenny","2002","Number","1252"
"2002 Population","70 - 74 years","Female","Laois","2002","Number","882"
"2002 Population","70 - 74 years","Female","Longford","2002","Number","557"
"2002 Population","70 - 74 years","Female","Louth","2002","Number","1440"
"2002 Population","70 - 74 years","Female","Meath","2002","Number","1592"
"2002 Population","70 - 74 years","Female","Offaly","2002","Number","940"
"2002 Population","70 - 74 years","Female","Westmeath","2002","Number","1114"
"2002 Population","70 - 74 years","Female","Wexford","2002","Number","1869"
"2002 Population","70 - 74 years","Female","Wicklow","2002","Number","1566"
"2002 Population","70 - 74 years","Female","Munster","2002","Number","17879"
"2002 Population","70 - 74 years","Female","Clare","2002","Number","1587"
"2002 Population","70 - 74 years","Female","Cork","2002","Number","7174"
"2002 Population","70 - 74 years","Female","Cork City","2002","Number","2329"
"2002 Population","70 - 74 years","Female","Cork County","2002","Number","4845"
"2002 Population","70 - 74 years","Female","Kerry","2002","Number","2459"
"2002 Population","70 - 74 years","Female","Limerick","2002","Number","2584"
"2002 Population","70 - 74 years","Female","Limerick City","2002","Number","976"
"2002 Population","70 - 74 years","Female","Limerick County","2002","Number","1608"
"2002 Population","70 - 74 years","Female","North Tipperary","2002","Number","1116"
"2002 Population","70 - 74 years","Female","South Tipperary","2002","Number","1311"
"2002 Population","70 - 74 years","Female","Waterford","2002","Number","1648"
"2002 Population","70 - 74 years","Female","Waterford City","2002","Number","722"
"2002 Population","70 - 74 years","Female","Waterford County","2002","Number","926"
"2002 Population","70 - 74 years","Female","Connacht","2002","Number","7884"
"2002 Population","70 - 74 years","Female","Galway","2002","Number","3113"
"2002 Population","70 - 74 years","Female","Galway City","2002","Number","776"
"2002 Population","70 - 74 years","Female","Galway County","2002","Number","2337"
"2002 Population","70 - 74 years","Female","Leitrim","2002","Number","507"
"2002 Population","70 - 74 years","Female","Mayo","2002","Number","2196"
"2002 Population","70 - 74 years","Female","Roscommon","2002","Number","1093"
"2002 Population","70 - 74 years","Female","Sligo","2002","Number","975"
"2002 Population","70 - 74 years","Female","Ulster (part of)","2002","Number","4005"
"2002 Population","70 - 74 years","Female","Cavan","2002","Number","947"
"2002 Population","70 - 74 years","Female","Donegal","2002","Number","2180"
"2002 Population","70 - 74 years","Female","Monaghan","2002","Number","878"
"2002 Population","75 - 79 years","Both sexes","State","2002","Number","89815"
"2002 Population","75 - 79 years","Both sexes","Leinster","2002","Number","43273"
"2002 Population","75 - 79 years","Both sexes","Carlow","2002","Number","988"
"2002 Population","75 - 79 years","Both sexes","Dublin","2002","Number","22769"
"2002 Population","75 - 79 years","Both sexes","Dublin City","2002","Number","13259"
"2002 Population","75 - 79 years","Both sexes","Dún Laoghaire-Rathdown","2002","Number","4668"
"2002 Population","75 - 79 years","Both sexes","Fingal","2002","Number","2119"
"2002 Population","75 - 79 years","Both sexes","South Dublin","2002","Number","2723"
"2002 Population","75 - 79 years","Both sexes","Kildare","2002","Number","2176"
"2002 Population","75 - 79 years","Both sexes","Kilkenny","2002","Number","1996"
"2002 Population","75 - 79 years","Both sexes","Laois","2002","Number","1405"
"2002 Population","75 - 79 years","Both sexes","Longford","2002","Number","959"
"2002 Population","75 - 79 years","Both sexes","Louth","2002","Number","2265"
"2002 Population","75 - 79 years","Both sexes","Meath","2002","Number","2347"
"2002 Population","75 - 79 years","Both sexes","Offaly","2002","Number","1596"
"2002 Population","75 - 79 years","Both sexes","Westmeath","2002","Number","1725"
"2002 Population","75 - 79 years","Both sexes","Wexford","2002","Number","2709"
"2002 Population","75 - 79 years","Both sexes","Wicklow","2002","Number","2338"
"2002 Population","75 - 79 years","Both sexes","Munster","2002","Number","27259"
"2002 Population","75 - 79 years","Both sexes","Clare","2002","Number","2501"
"2002 Population","75 - 79 years","Both sexes","Cork","2002","Number","10431"
"2002 Population","75 - 79 years","Both sexes","Cork City","2002","Number","3202"
"2002 Population","75 - 79 years","Both sexes","Cork County","2002","Number","7229"
"2002 Population","75 - 79 years","Both sexes","Kerry","2002","Number","3814"
"2002 Population","75 - 79 years","Both sexes","Limerick","2002","Number","4064"
"2002 Population","75 - 79 years","Both sexes","Limerick City","2002","Number","1302"
"2002 Population","75 - 79 years","Both sexes","Limerick County","2002","Number","2762"
"2002 Population","75 - 79 years","Both sexes","North Tipperary","2002","Number","1773"
"2002 Population","75 - 79 years","Both sexes","South Tipperary","2002","Number","2161"
"2002 Population","75 - 79 years","Both sexes","Waterford","2002","Number","2515"
"2002 Population","75 - 79 years","Both sexes","Waterford City","2002","Number","994"
"2002 Population","75 - 79 years","Both sexes","Waterford County","2002","Number","1521"
"2002 Population","75 - 79 years","Both sexes","Connacht","2002","Number","12652"
"2002 Population","75 - 79 years","Both sexes","Galway","2002","Number","4801"
"2002 Population","75 - 79 years","Both sexes","Galway City","2002","Number","1041"
"2002 Population","75 - 79 years","Both sexes","Galway County","2002","Number","3760"
"2002 Population","75 - 79 years","Both sexes","Leitrim","2002","Number","896"
"2002 Population","75 - 79 years","Both sexes","Mayo","2002","Number","3553"
"2002 Population","75 - 79 years","Both sexes","Roscommon","2002","Number","1752"
"2002 Population","75 - 79 years","Both sexes","Sligo","2002","Number","1650"
"2002 Population","75 - 79 years","Both sexes","Ulster (part of)","2002","Number","6631"
"2002 Population","75 - 79 years","Both sexes","Cavan","2002","Number","1686"
"2002 Population","75 - 79 years","Both sexes","Donegal","2002","Number","3563"
"2002 Population","75 - 79 years","Both sexes","Monaghan","2002","Number","1382"
"2002 Population","75 - 79 years","Male","State","2002","Number","37377"
"2002 Population","75 - 79 years","Male","Leinster","2002","Number","17498"
"2002 Population","75 - 79 years","Male","Carlow","2002","Number","420"
"2002 Population","75 - 79 years","Male","Dublin","2002","Number","8757"
"2002 Population","75 - 79 years","Male","Dublin City","2002","Number","4974"
"2002 Population","75 - 79 years","Male","Dún Laoghaire-Rathdown","2002","Number","1823"
"2002 Population","75 - 79 years","Male","Fingal","2002","Number","828"
"2002 Population","75 - 79 years","Male","South Dublin","2002","Number","1132"
"2002 Population","75 - 79 years","Male","Kildare","2002","Number","881"
"2002 Population","75 - 79 years","Male","Kilkenny","2002","Number","919"
"2002 Population","75 - 79 years","Male","Laois","2002","Number","641"
"2002 Population","75 - 79 years","Male","Longford","2002","Number","423"
"2002 Population","75 - 79 years","Male","Louth","2002","Number","882"
"2002 Population","75 - 79 years","Male","Meath","2002","Number","1003"
"2002 Population","75 - 79 years","Male","Offaly","2002","Number","720"
"2002 Population","75 - 79 years","Male","Westmeath","2002","Number","736"
"2002 Population","75 - 79 years","Male","Wexford","2002","Number","1175"
"2002 Population","75 - 79 years","Male","Wicklow","2002","Number","941"
"2002 Population","75 - 79 years","Male","Munster","2002","Number","11470"
"2002 Population","75 - 79 years","Male","Clare","2002","Number","1076"
"2002 Population","75 - 79 years","Male","Cork","2002","Number","4313"
"2002 Population","75 - 79 years","Male","Cork City","2002","Number","1249"
"2002 Population","75 - 79 years","Male","Cork County","2002","Number","3064"
"2002 Population","75 - 79 years","Male","Kerry","2002","Number","1647"
"2002 Population","75 - 79 years","Male","Limerick","2002","Number","1682"
"2002 Population","75 - 79 years","Male","Limerick City","2002","Number","526"
"2002 Population","75 - 79 years","Male","Limerick County","2002","Number","1156"
"2002 Population","75 - 79 years","Male","North Tipperary","2002","Number","774"
"2002 Population","75 - 79 years","Male","South Tipperary","2002","Number","901"
"2002 Population","75 - 79 years","Male","Waterford","2002","Number","1077"
"2002 Population","75 - 79 years","Male","Waterford City","2002","Number","401"
"2002 Population","75 - 79 years","Male","Waterford County","2002","Number","676"
"2002 Population","75 - 79 years","Male","Connacht","2002","Number","5459"
"2002 Population","75 - 79 years","Male","Galway","2002","Number","2096"
"2002 Population","75 - 79 years","Male","Galway City","2002","Number","392"
"2002 Population","75 - 79 years","Male","Galway County","2002","Number","1704"
"2002 Population","75 - 79 years","Male","Leitrim","2002","Number","400"
"2002 Population","75 - 79 years","Male","Mayo","2002","Number","1503"
"2002 Population","75 - 79 years","Male","Roscommon","2002","Number","774"
"2002 Population","75 - 79 years","Male","Sligo","2002","Number","686"
"2002 Population","75 - 79 years","Male","Ulster (part of)","2002","Number","2950"
"2002 Population","75 - 79 years","Male","Cavan","2002","Number","749"
"2002 Population","75 - 79 years","Male","Donegal","2002","Number","1613"
"2002 Population","75 - 79 years","Male","Monaghan","2002","Number","588"
"2002 Population","75 - 79 years","Female","State","2002","Number","52438"
"2002 Population","75 - 79 years","Female","Leinster","2002","Number","25775"
"2002 Population","75 - 79 years","Female","Carlow","2002","Number","568"
"2002 Population","75 - 79 years","Female","Dublin","2002","Number","14012"
"2002 Population","75 - 79 years","Female","Dublin City","2002","Number","8285"
"2002 Population","75 - 79 years","Female","Dún Laoghaire-Rathdown","2002","Number","2845"
"2002 Population","75 - 79 years","Female","Fingal","2002","Number","1291"
"2002 Population","75 - 79 years","Female","South Dublin","2002","Number","1591"
"2002 Population","75 - 79 years","Female","Kildare","2002","Number","1295"
"2002 Population","75 - 79 years","Female","Kilkenny","2002","Number","1077"
"2002 Population","75 - 79 years","Female","Laois","2002","Number","764"
"2002 Population","75 - 79 years","Female","Longford","2002","Number","536"
"2002 Population","75 - 79 years","Female","Louth","2002","Number","1383"
"2002 Population","75 - 79 years","Female","Meath","2002","Number","1344"
"2002 Population","75 - 79 years","Female","Offaly","2002","Number","876"
"2002 Population","75 - 79 years","Female","Westmeath","2002","Number","989"
"2002 Population","75 - 79 years","Female","Wexford","2002","Number","1534"
"2002 Population","75 - 79 years","Female","Wicklow","2002","Number","1397"
"2002 Population","75 - 79 years","Female","Munster","2002","Number","15789"
"2002 Population","75 - 79 years","Female","Clare","2002","Number","1425"
"2002 Population","75 - 79 years","Female","Cork","2002","Number","6118"
"2002 Population","75 - 79 years","Female","Cork City","2002","Number","1953"
"2002 Population","75 - 79 years","Female","Cork County","2002","Number","4165"
"2002 Population","75 - 79 years","Female","Kerry","2002","Number","2167"
"2002 Population","75 - 79 years","Female","Limerick","2002","Number","2382"
"2002 Population","75 - 79 years","Female","Limerick City","2002","Number","776"
"2002 Population","75 - 79 years","Female","Limerick County","2002","Number","1606"
"2002 Population","75 - 79 years","Female","North Tipperary","2002","Number","999"
"2002 Population","75 - 79 years","Female","South Tipperary","2002","Number","1260"
"2002 Population","75 - 79 years","Female","Waterford","2002","Number","1438"
"2002 Population","75 - 79 years","Female","Waterford City","2002","Number","593"
"2002 Population","75 - 79 years","Female","Waterford County","2002","Number","845"
"2002 Population","75 - 79 years","Female","Connacht","2002","Number","7193"
"2002 Population","75 - 79 years","Female","Galway","2002","Number","2705"
"2002 Population","75 - 79 years","Female","Galway City","2002","Number","649"
"2002 Population","75 - 79 years","Female","Galway County","2002","Number","2056"
"2002 Population","75 - 79 years","Female","Leitrim","2002","Number","496"
"2002 Population","75 - 79 years","Female","Mayo","2002","Number","2050"
"2002 Population","75 - 79 years","Female","Roscommon","2002","Number","978"
"2002 Population","75 - 79 years","Female","Sligo","2002","Number","964"
"2002 Population","75 - 79 years","Female","Ulster (part of)","2002","Number","3681"
"2002 Population","75 - 79 years","Female","Cavan","2002","Number","937"
"2002 Population","75 - 79 years","Female","Donegal","2002","Number","1950"
"2002 Population","75 - 79 years","Female","Monaghan","2002","Number","794"
"2002 Population","80 - 84 years","Both sexes","State","2002","Number","58857"
"2002 Population","80 - 84 years","Both sexes","Leinster","2002","Number","27758"
"2002 Population","80 - 84 years","Both sexes","Carlow","2002","Number","636"
"2002 Population","80 - 84 years","Both sexes","Dublin","2002","Number","14283"
"2002 Population","80 - 84 years","Both sexes","Dublin City","2002","Number","8315"
"2002 Population","80 - 84 years","Both sexes","Dún Laoghaire-Rathdown","2002","Number","3114"
"2002 Population","80 - 84 years","Both sexes","Fingal","2002","Number","1333"
"2002 Population","80 - 84 years","Both sexes","South Dublin","2002","Number","1521"
"2002 Population","80 - 84 years","Both sexes","Kildare","2002","Number","1511"
"2002 Population","80 - 84 years","Both sexes","Kilkenny","2002","Number","1328"
"2002 Population","80 - 84 years","Both sexes","Laois","2002","Number","900"
"2002 Population","80 - 84 years","Both sexes","Longford","2002","Number","620"
"2002 Population","80 - 84 years","Both sexes","Louth","2002","Number","1489"
"2002 Population","80 - 84 years","Both sexes","Meath","2002","Number","1622"
"2002 Population","80 - 84 years","Both sexes","Offaly","2002","Number","1001"
"2002 Population","80 - 84 years","Both sexes","Westmeath","2002","Number","1067"
"2002 Population","80 - 84 years","Both sexes","Wexford","2002","Number","1724"
"2002 Population","80 - 84 years","Both sexes","Wicklow","2002","Number","1577"
"2002 Population","80 - 84 years","Both sexes","Munster","2002","Number","17568"
"2002 Population","80 - 84 years","Both sexes","Clare","2002","Number","1712"
"2002 Population","80 - 84 years","Both sexes","Cork","2002","Number","6845"
"2002 Population","80 - 84 years","Both sexes","Cork City","2002","Number","1995"
"2002 Population","80 - 84 years","Both sexes","Cork County","2002","Number","4850"
"2002 Population","80 - 84 years","Both sexes","Kerry","2002","Number","2505"
"2002 Population","80 - 84 years","Both sexes","Limerick","2002","Number","2488"
"2002 Population","80 - 84 years","Both sexes","Limerick City","2002","Number","750"
"2002 Population","80 - 84 years","Both sexes","Limerick County","2002","Number","1738"
"2002 Population","80 - 84 years","Both sexes","North Tipperary","2002","Number","1095"
"2002 Population","80 - 84 years","Both sexes","South Tipperary","2002","Number","1394"
"2002 Population","80 - 84 years","Both sexes","Waterford","2002","Number","1529"
"2002 Population","80 - 84 years","Both sexes","Waterford City","2002","Number","618"
"2002 Population","80 - 84 years","Both sexes","Waterford County","2002","Number","911"
"2002 Population","80 - 84 years","Both sexes","Connacht","2002","Number","8856"
"2002 Population","80 - 84 years","Both sexes","Galway","2002","Number","3381"
"2002 Population","80 - 84 years","Both sexes","Galway City","2002","Number","718"
"2002 Population","80 - 84 years","Both sexes","Galway County","2002","Number","2663"
"2002 Population","80 - 84 years","Both sexes","Leitrim","2002","Number","618"
"2002 Population","80 - 84 years","Both sexes","Mayo","2002","Number","2535"
"2002 Population","80 - 84 years","Both sexes","Roscommon","2002","Number","1219"
"2002 Population","80 - 84 years","Both sexes","Sligo","2002","Number","1103"
"2002 Population","80 - 84 years","Both sexes","Ulster (part of)","2002","Number","4675"
"2002 Population","80 - 84 years","Both sexes","Cavan","2002","Number","1208"
"2002 Population","80 - 84 years","Both sexes","Donegal","2002","Number","2537"
"2002 Population","80 - 84 years","Both sexes","Monaghan","2002","Number","930"
"2002 Population","80 - 84 years","Male","State","2002","Number","22283"
"2002 Population","80 - 84 years","Male","Leinster","2002","Number","10045"
"2002 Population","80 - 84 years","Male","Carlow","2002","Number","260"
"2002 Population","80 - 84 years","Male","Dublin","2002","Number","4848"
"2002 Population","80 - 84 years","Male","Dublin City","2002","Number","2827"
"2002 Population","80 - 84 years","Male","Dún Laoghaire-Rathdown","2002","Number","1002"
"2002 Population","80 - 84 years","Male","Fingal","2002","Number","473"
"2002 Population","80 - 84 years","Male","South Dublin","2002","Number","546"
"2002 Population","80 - 84 years","Male","Kildare","2002","Number","546"
"2002 Population","80 - 84 years","Male","Kilkenny","2002","Number","537"
"2002 Population","80 - 84 years","Male","Laois","2002","Number","357"
"2002 Population","80 - 84 years","Male","Longford","2002","Number","238"
"2002 Population","80 - 84 years","Male","Louth","2002","Number","524"
