"Statistic Label","Age Group","Sex","Province County or City","CensusYear","UNIT","VALUE"
"Population","40 - 44 years","Male","Leitrim","2006","Number","1050"
"Population","40 - 44 years","Male","Mayo","2006","Number","4360"
"Population","40 - 44 years","Male","Roscommon","2006","Number","2169"
"Population","40 - 44 years","Male","Sligo","2006","Number","2155"
"Population","40 - 44 years","Male","Ulster (part of)","2006","Number","9309"
"Population","40 - 44 years","Male","Cavan","2006","Number","2371"
"Population","40 - 44 years","Male","Donegal","2006","Number","4962"
"Population","40 - 44 years","Male","Monaghan","2006","Number","1976"
"Population","40 - 44 years","Female","State","2006","Number","149891"
"Population","40 - 44 years","Female","Leinster","2006","Number","81690"
"Population","40 - 44 years","Female","Carlow","2006","Number","1770"
"Population","40 - 44 years","Female","Dublin","2006","Number","41118"
"Population","40 - 44 years","Female","Dublin City","2006","Number","16443"
"Population","40 - 44 years","Female","Dún Laoghaire-Rathdown","2006","Number","7500"
"Population","40 - 44 years","Female","Fingal","2006","Number","8579"
"Population","40 - 44 years","Female","South Dublin","2006","Number","8596"
"Population","40 - 44 years","Female","Kildare","2006","Number","6971"
"Population","40 - 44 years","Female","Kilkenny","2006","Number","3196"
"Population","40 - 44 years","Female","Laois","2006","Number","2340"
"Population","40 - 44 years","Female","Longford","2006","Number","1095"
"Population","40 - 44 years","Female","Louth","2006","Number","3953"
"Population","40 - 44 years","Female","Meath","2006","Number","6053"
"Population","40 - 44 years","Female","Offaly","2006","Number","2520"
"Population","40 - 44 years","Female","Westmeath","2006","Number","2823"
"Population","40 - 44 years","Female","Wexford","2006","Number","4898"
"Population","40 - 44 years","Female","Wicklow","2006","Number","4953"
"Population","40 - 44 years","Female","Munster","2006","Number","41615"
"Population","40 - 44 years","Female","Clare","2006","Number","4047"
"Population","40 - 44 years","Female","Cork","2006","Number","17292"
"Population","40 - 44 years","Female","Cork City","2006","Number","3848"
"Population","40 - 44 years","Female","Cork County","2006","Number","13444"
"Population","40 - 44 years","Female","Kerry","2006","Number","4964"
"Population","40 - 44 years","Female","Limerick","2006","Number","6149"
"Population","40 - 44 years","Female","Limerick City","2006","Number","1678"
"Population","40 - 44 years","Female","Limerick County","2006","Number","4471"
"Population","40 - 44 years","Female","North Tipperary","2006","Number","2351"
"Population","40 - 44 years","Female","South Tipperary","2006","Number","2953"
"Population","40 - 44 years","Female","Waterford","2006","Number","3859"
"Population","40 - 44 years","Female","Waterford City","2006","Number","1533"
"Population","40 - 44 years","Female","Waterford County","2006","Number","2326"
"Population","40 - 44 years","Female","Connacht","2006","Number","17324"
"Population","40 - 44 years","Female","Galway","2006","Number","7813"
"Population","40 - 44 years","Female","Galway City","2006","Number","2098"
"Population","40 - 44 years","Female","Galway County","2006","Number","5715"
"Population","40 - 44 years","Female","Leitrim","2006","Number","963"
"Population","40 - 44 years","Female","Mayo","2006","Number","4354"
"Population","40 - 44 years","Female","Roscommon","2006","Number","2037"
"Population","40 - 44 years","Female","Sligo","2006","Number","2157"
"Population","40 - 44 years","Female","Ulster (part of)","2006","Number","9262"
"Population","40 - 44 years","Female","Cavan","2006","Number","2196"
"Population","40 - 44 years","Female","Donegal","2006","Number","5098"
"Population","40 - 44 years","Female","Monaghan","2006","Number","1968"
"Population","45 - 49 years","Both sexes","State","2006","Number","274745"
"Population","45 - 49 years","Both sexes","Leinster","2006","Number","146020"
"Population","45 - 49 years","Both sexes","Carlow","2006","Number","3224"
"Population","45 - 49 years","Both sexes","Dublin","2006","Number","73439"
"Population","45 - 49 years","Both sexes","Dublin City","2006","Number","29548"
"Population","45 - 49 years","Both sexes","Dún Laoghaire-Rathdown","2006","Number","13252"
"Population","45 - 49 years","Both sexes","Fingal","2006","Number","14673"
"Population","45 - 49 years","Both sexes","South Dublin","2006","Number","15966"
"Population","45 - 49 years","Both sexes","Kildare","2006","Number","12075"
"Population","45 - 49 years","Both sexes","Kilkenny","2006","Number","6081"
"Population","45 - 49 years","Both sexes","Laois","2006","Number","4499"
"Population","45 - 49 years","Both sexes","Longford","2006","Number","2279"
"Population","45 - 49 years","Both sexes","Louth","2006","Number","6978"
"Population","45 - 49 years","Both sexes","Meath","2006","Number","10370"
"Population","45 - 49 years","Both sexes","Offaly","2006","Number","4697"
"Population","45 - 49 years","Both sexes","Westmeath","2006","Number","5167"
"Population","45 - 49 years","Both sexes","Wexford","2006","Number","8718"
"Population","45 - 49 years","Both sexes","Wicklow","2006","Number","8493"
"Population","45 - 49 years","Both sexes","Munster","2006","Number","77621"
"Population","45 - 49 years","Both sexes","Clare","2006","Number","7584"
"Population","45 - 49 years","Both sexes","Cork","2006","Number","31529"
"Population","45 - 49 years","Both sexes","Cork City","2006","Number","7473"
"Population","45 - 49 years","Both sexes","Cork County","2006","Number","24056"
"Population","45 - 49 years","Both sexes","Kerry","2006","Number","9658"
"Population","45 - 49 years","Both sexes","Limerick","2006","Number","11767"
"Population","45 - 49 years","Both sexes","Limerick City","2006","Number","3103"
"Population","45 - 49 years","Both sexes","Limerick County","2006","Number","8664"
"Population","45 - 49 years","Both sexes","North Tipperary","2006","Number","4447"
"Population","45 - 49 years","Both sexes","South Tipperary","2006","Number","5697"
"Population","45 - 49 years","Both sexes","Waterford","2006","Number","6939"
"Population","45 - 49 years","Both sexes","Waterford City","2006","Number","2741"
"Population","45 - 49 years","Both sexes","Waterford County","2006","Number","4198"
"Population","45 - 49 years","Both sexes","Connacht","2006","Number","34004"
"Population","45 - 49 years","Both sexes","Galway","2006","Number","14740"
"Population","45 - 49 years","Both sexes","Galway City","2006","Number","3771"
"Population","45 - 49 years","Both sexes","Galway County","2006","Number","10969"
"Population","45 - 49 years","Both sexes","Leitrim","2006","Number","2099"
"Population","45 - 49 years","Both sexes","Mayo","2006","Number","8725"
"Population","45 - 49 years","Both sexes","Roscommon","2006","Number","4142"
"Population","45 - 49 years","Both sexes","Sligo","2006","Number","4298"
"Population","45 - 49 years","Both sexes","Ulster (part of)","2006","Number","17100"
"Population","45 - 49 years","Both sexes","Cavan","2006","Number","4226"
"Population","45 - 49 years","Both sexes","Donegal","2006","Number","9199"
"Population","45 - 49 years","Both sexes","Monaghan","2006","Number","3675"
"Population","45 - 49 years","Male","State","2006","Number","137983"
"Population","45 - 49 years","Male","Leinster","2006","Number","72748"
"Population","45 - 49 years","Male","Carlow","2006","Number","1589"
"Population","45 - 49 years","Male","Dublin","2006","Number","35880"
"Population","45 - 49 years","Male","Dublin City","2006","Number","14658"
"Population","45 - 49 years","Male","Dún Laoghaire-Rathdown","2006","Number","6290"
"Population","45 - 49 years","Male","Fingal","2006","Number","7225"
"Population","45 - 49 years","Male","South Dublin","2006","Number","7707"
"Population","45 - 49 years","Male","Kildare","2006","Number","6125"
"Population","45 - 49 years","Male","Kilkenny","2006","Number","3110"
"Population","45 - 49 years","Male","Laois","2006","Number","2370"
"Population","45 - 49 years","Male","Longford","2006","Number","1162"
"Population","45 - 49 years","Male","Louth","2006","Number","3483"
"Population","45 - 49 years","Male","Meath","2006","Number","5332"
"Population","45 - 49 years","Male","Offaly","2006","Number","2445"
"Population","45 - 49 years","Male","Westmeath","2006","Number","2650"
"Population","45 - 49 years","Male","Wexford","2006","Number","4388"
"Population","45 - 49 years","Male","Wicklow","2006","Number","4214"
"Population","45 - 49 years","Male","Munster","2006","Number","39473"
"Population","45 - 49 years","Male","Clare","2006","Number","3914"
"Population","45 - 49 years","Male","Cork","2006","Number","15933"
"Population","45 - 49 years","Male","Cork City","2006","Number","3647"
"Population","45 - 49 years","Male","Cork County","2006","Number","12286"
"Population","45 - 49 years","Male","Kerry","2006","Number","4894"
"Population","45 - 49 years","Male","Limerick","2006","Number","6000"
"Population","45 - 49 years","Male","Limerick City","2006","Number","1583"
"Population","45 - 49 years","Male","Limerick County","2006","Number","4417"
"Population","45 - 49 years","Male","North Tipperary","2006","Number","2363"
"Population","45 - 49 years","Male","South Tipperary","2006","Number","2908"
"Population","45 - 49 years","Male","Waterford","2006","Number","3461"
"Population","45 - 49 years","Male","Waterford City","2006","Number","1316"
"Population","45 - 49 years","Male","Waterford County","2006","Number","2145"
"Population","45 - 49 years","Male","Connacht","2006","Number","17128"
"Population","45 - 49 years","Male","Galway","2006","Number","7376"
"Population","45 - 49 years","Male","Galway City","2006","Number","1776"
"Population","45 - 49 years","Male","Galway County","2006","Number","5600"
"Population","45 - 49 years","Male","Leitrim","2006","Number","1085"
"Population","45 - 49 years","Male","Mayo","2006","Number","4416"
"Population","45 - 49 years","Male","Roscommon","2006","Number","2142"
"Population","45 - 49 years","Male","Sligo","2006","Number","2109"
"Population","45 - 49 years","Male","Ulster (part of)","2006","Number","8634"
"Population","45 - 49 years","Male","Cavan","2006","Number","2217"
"Population","45 - 49 years","Male","Donegal","2006","Number","4554"
"Population","45 - 49 years","Male","Monaghan","2006","Number","1863"
"Population","45 - 49 years","Female","State","2006","Number","136762"
"Population","45 - 49 years","Female","Leinster","2006","Number","73272"
"Population","45 - 49 years","Female","Carlow","2006","Number","1635"
"Population","45 - 49 years","Female","Dublin","2006","Number","37559"
"Population","45 - 49 years","Female","Dublin City","2006","Number","14890"
"Population","45 - 49 years","Female","Dún Laoghaire-Rathdown","2006","Number","6962"
"Population","45 - 49 years","Female","Fingal","2006","Number","7448"
"Population","45 - 49 years","Female","South Dublin","2006","Number","8259"
"Population","45 - 49 years","Female","Kildare","2006","Number","5950"
"Population","45 - 49 years","Female","Kilkenny","2006","Number","2971"
"Population","45 - 49 years","Female","Laois","2006","Number","2129"
"Population","45 - 49 years","Female","Longford","2006","Number","1117"
"Population","45 - 49 years","Female","Louth","2006","Number","3495"
"Population","45 - 49 years","Female","Meath","2006","Number","5038"
"Population","45 - 49 years","Female","Offaly","2006","Number","2252"
"Population","45 - 49 years","Female","Westmeath","2006","Number","2517"
"Population","45 - 49 years","Female","Wexford","2006","Number","4330"
"Population","45 - 49 years","Female","Wicklow","2006","Number","4279"
"Population","45 - 49 years","Female","Munster","2006","Number","38148"
"Population","45 - 49 years","Female","Clare","2006","Number","3670"
"Population","45 - 49 years","Female","Cork","2006","Number","15596"
"Population","45 - 49 years","Female","Cork City","2006","Number","3826"
"Population","45 - 49 years","Female","Cork County","2006","Number","11770"
"Population","45 - 49 years","Female","Kerry","2006","Number","4764"
"Population","45 - 49 years","Female","Limerick","2006","Number","5767"
"Population","45 - 49 years","Female","Limerick City","2006","Number","1520"
"Population","45 - 49 years","Female","Limerick County","2006","Number","4247"
"Population","45 - 49 years","Female","North Tipperary","2006","Number","2084"
"Population","45 - 49 years","Female","South Tipperary","2006","Number","2789"
"Population","45 - 49 years","Female","Waterford","2006","Number","3478"
"Population","45 - 49 years","Female","Waterford City","2006","Number","1425"
"Population","45 - 49 years","Female","Waterford County","2006","Number","2053"
"Population","45 - 49 years","Female","Connacht","2006","Number","16876"
"Population","45 - 49 years","Female","Galway","2006","Number","7364"
"Population","45 - 49 years","Female","Galway City","2006","Number","1995"
"Population","45 - 49 years","Female","Galway County","2006","Number","5369"
"Population","45 - 49 years","Female","Leitrim","2006","Number","1014"
"Population","45 - 49 years","Female","Mayo","2006","Number","4309"
"Population","45 - 49 years","Female","Roscommon","2006","Number","2000"
"Population","45 - 49 years","Female","Sligo","2006","Number","2189"
"Population","45 - 49 years","Female","Ulster (part of)","2006","Number","8466"
"Population","45 - 49 years","Female","Cavan","2006","Number","2009"
"Population","45 - 49 years","Female","Donegal","2006","Number","4645"
"Population","45 - 49 years","Female","Monaghan","2006","Number","1812"
"Population","50 - 54 years","Both sexes","State","2006","Number","247068"
"Population","50 - 54 years","Both sexes","Leinster","2006","Number","128977"
"Population","50 - 54 years","Both sexes","Carlow","2006","Number","2884"
"Population","50 - 54 years","Both sexes","Dublin","2006","Number","65317"
"Population","50 - 54 years","Both sexes","Dublin City","2006","Number","25830"
"Population","50 - 54 years","Both sexes","Dún Laoghaire-Rathdown","2006","Number","11836"
"Population","50 - 54 years","Both sexes","Fingal","2006","Number","12600"
"Population","50 - 54 years","Both sexes","South Dublin","2006","Number","15051"
"Population","50 - 54 years","Both sexes","Kildare","2006","Number","10496"
"Population","50 - 54 years","Both sexes","Kilkenny","2006","Number","5388"
"Population","50 - 54 years","Both sexes","Laois","2006","Number","3911"
"Population","50 - 54 years","Both sexes","Longford","2006","Number","2181"
"Population","50 - 54 years","Both sexes","Louth","2006","Number","6178"
"Population","50 - 54 years","Both sexes","Meath","2006","Number","8927"
"Population","50 - 54 years","Both sexes","Offaly","2006","Number","4035"
"Population","50 - 54 years","Both sexes","Westmeath","2006","Number","4608"
"Population","50 - 54 years","Both sexes","Wexford","2006","Number","7612"
"Population","50 - 54 years","Both sexes","Wicklow","2006","Number","7440"
"Population","50 - 54 years","Both sexes","Munster","2006","Number","70970"
"Population","50 - 54 years","Both sexes","Clare","2006","Number","6775"
"Population","50 - 54 years","Both sexes","Cork","2006","Number","28219"
"Population","50 - 54 years","Both sexes","Cork City","2006","Number","6673"
"Population","50 - 54 years","Both sexes","Cork County","2006","Number","21546"
"Population","50 - 54 years","Both sexes","Kerry","2006","Number","9191"
"Population","50 - 54 years","Both sexes","Limerick","2006","Number","10963"
"Population","50 - 54 years","Both sexes","Limerick City","2006","Number","2894"
"Population","50 - 54 years","Both sexes","Limerick County","2006","Number","8069"
"Population","50 - 54 years","Both sexes","North Tipperary","2006","Number","4147"
"Population","50 - 54 years","Both sexes","South Tipperary","2006","Number","5239"
"Population","50 - 54 years","Both sexes","Waterford","2006","Number","6436"
"Population","50 - 54 years","Both sexes","Waterford City","2006","Number","2563"
"Population","50 - 54 years","Both sexes","Waterford County","2006","Number","3873"
"Population","50 - 54 years","Both sexes","Connacht","2006","Number","31224"
"Population","50 - 54 years","Both sexes","Galway","2006","Number","13275"
"Population","50 - 54 years","Both sexes","Galway City","2006","Number","3438"
"Population","50 - 54 years","Both sexes","Galway County","2006","Number","9837"
"Population","50 - 54 years","Both sexes","Leitrim","2006","Number","1936"
"Population","50 - 54 years","Both sexes","Mayo","2006","Number","8135"
"Population","50 - 54 years","Both sexes","Roscommon","2006","Number","3931"
"Population","50 - 54 years","Both sexes","Sligo","2006","Number","3947"
"Population","50 - 54 years","Both sexes","Ulster (part of)","2006","Number","15897"
"Population","50 - 54 years","Both sexes","Cavan","2006","Number","3826"
"Population","50 - 54 years","Both sexes","Donegal","2006","Number","8736"
"Population","50 - 54 years","Both sexes","Monaghan","2006","Number","3335"
"Population","50 - 54 years","Male","State","2006","Number","124550"
"Population","50 - 54 years","Male","Leinster","2006","Number","64122"
"Population","50 - 54 years","Male","Carlow","2006","Number","1504"
"Population","50 - 54 years","Male","Dublin","2006","Number","31614"
"Population","50 - 54 years","Male","Dublin City","2006","Number","12853"
"Population","50 - 54 years","Male","Dún Laoghaire-Rathdown","2006","Number","5662"
"Population","50 - 54 years","Male","Fingal","2006","Number","6091"
"Population","50 - 54 years","Male","South Dublin","2006","Number","7008"
"Population","50 - 54 years","Male","Kildare","2006","Number","5290"
"Population","50 - 54 years","Male","Kilkenny","2006","Number","2739"
"Population","50 - 54 years","Male","Laois","2006","Number","2053"
"Population","50 - 54 years","Male","Longford","2006","Number","1163"
"Population","50 - 54 years","Male","Louth","2006","Number","3210"
"Population","50 - 54 years","Male","Meath","2006","Number","4557"
"Population","50 - 54 years","Male","Offaly","2006","Number","2073"
"Population","50 - 54 years","Male","Westmeath","2006","Number","2363"
"Population","50 - 54 years","Male","Wexford","2006","Number","3859"
"Population","50 - 54 years","Male","Wicklow","2006","Number","3697"
"Population","50 - 54 years","Male","Munster","2006","Number","36298"
"Population","50 - 54 years","Male","Clare","2006","Number","3464"
"Population","50 - 54 years","Male","Cork","2006","Number","14366"
"Population","50 - 54 years","Male","Cork City","2006","Number","3341"
"Population","50 - 54 years","Male","Cork County","2006","Number","11025"
"Population","50 - 54 years","Male","Kerry","2006","Number","4721"
"Population","50 - 54 years","Male","Limerick","2006","Number","5626"
"Population","50 - 54 years","Male","Limerick City","2006","Number","1440"
"Population","50 - 54 years","Male","Limerick County","2006","Number","4186"
"Population","50 - 54 years","Male","North Tipperary","2006","Number","2096"
"Population","50 - 54 years","Male","South Tipperary","2006","Number","2740"
"Population","50 - 54 years","Male","Waterford","2006","Number","3285"
"Population","50 - 54 years","Male","Waterford City","2006","Number","1334"
"Population","50 - 54 years","Male","Waterford County","2006","Number","1951"
"Population","50 - 54 years","Male","Connacht","2006","Number","15886"
"Population","50 - 54 years","Male","Galway","2006","Number","6731"
"Population","50 - 54 years","Male","Galway City","2006","Number","1630"
"Population","50 - 54 years","Male","Galway County","2006","Number","5101"
"Population","50 - 54 years","Male","Leitrim","2006","Number","991"
"Population","50 - 54 years","Male","Mayo","2006","Number","4142"
"Population","50 - 54 years","Male","Roscommon","2006","Number","2063"
"Population","50 - 54 years","Male","Sligo","2006","Number","1959"
"Population","50 - 54 years","Male","Ulster (part of)","2006","Number","8244"
"Population","50 - 54 years","Male","Cavan","2006","Number","2006"
"Population","50 - 54 years","Male","Donegal","2006","Number","4472"
"Population","50 - 54 years","Male","Monaghan","2006","Number","1766"
"Population","50 - 54 years","Female","State","2006","Number","122518"
"Population","50 - 54 years","Female","Leinster","2006","Number","64855"
"Population","50 - 54 years","Female","Carlow","2006","Number","1380"
"Population","50 - 54 years","Female","Dublin","2006","Number","33703"
"Population","50 - 54 years","Female","Dublin City","2006","Number","12977"
"Population","50 - 54 years","Female","Dún Laoghaire-Rathdown","2006","Number","6174"
"Population","50 - 54 years","Female","Fingal","2006","Number","6509"
"Population","50 - 54 years","Female","South Dublin","2006","Number","8043"
"Population","50 - 54 years","Female","Kildare","2006","Number","5206"
"Population","50 - 54 years","Female","Kilkenny","2006","Number","2649"
"Population","50 - 54 years","Female","Laois","2006","Number","1858"
"Population","50 - 54 years","Female","Longford","2006","Number","1018"
"Population","50 - 54 years","Female","Louth","2006","Number","2968"
"Population","50 - 54 years","Female","Meath","2006","Number","4370"
"Population","50 - 54 years","Female","Offaly","2006","Number","1962"
"Population","50 - 54 years","Female","Westmeath","2006","Number","2245"
"Population","50 - 54 years","Female","Wexford","2006","Number","3753"
"Population","50 - 54 years","Female","Wicklow","2006","Number","3743"
"Population","50 - 54 years","Female","Munster","2006","Number","34672"
"Population","50 - 54 years","Female","Clare","2006","Number","3311"
"Population","50 - 54 years","Female","Cork","2006","Number","13853"
"Population","50 - 54 years","Female","Cork City","2006","Number","3332"
"Population","50 - 54 years","Female","Cork County","2006","Number","10521"
"Population","50 - 54 years","Female","Kerry","2006","Number","4470"
"Population","50 - 54 years","Female","Limerick","2006","Number","5337"
"Population","50 - 54 years","Female","Limerick City","2006","Number","1454"
"Population","50 - 54 years","Female","Limerick County","2006","Number","3883"
"Population","50 - 54 years","Female","North Tipperary","2006","Number","2051"
"Population","50 - 54 years","Female","South Tipperary","2006","Number","2499"
"Population","50 - 54 years","Female","Waterford","2006","Number","3151"
"Population","50 - 54 years","Female","Waterford City","2006","Number","1229"
"Population","50 - 54 years","Female","Waterford County","2006","Number","1922"
"Population","50 - 54 years","Female","Connacht","2006","Number","15338"
"Population","50 - 54 years","Female","Galway","2006","Number","6544"
"Population","50 - 54 years","Female","Galway City","2006","Number","1808"
"Population","50 - 54 years","Female","Galway County","2006","Number","4736"
"Population","50 - 54 years","Female","Leitrim","2006","Number","945"
"Population","50 - 54 years","Female","Mayo","2006","Number","3993"
"Population","50 - 54 years","Female","Roscommon","2006","Number","1868"
"Population","50 - 54 years","Female","Sligo","2006","Number","1988"
"Population","50 - 54 years","Female","Ulster (part of)","2006","Number","7653"
"Population","50 - 54 years","Female","Cavan","2006","Number","1820"
"Population","50 - 54 years","Female","Donegal","2006","Number","4264"
"Population","50 - 54 years","Female","Monaghan","2006","Number","1569"
"Population","55 - 59 years","Both sexes","State","2006","Number","225328"
"Population","55 - 59 years","Both sexes","Leinster","2006","Number","115928"
"Population","55 - 59 years","Both sexes","Carlow","2006","Number","2612"
"Population","55 - 59 years","Both sexes","Dublin","2006","Number","59039"
"Population","55 - 59 years","Both sexes","Dublin City","2006","Number","24036"
"Population","55 - 59 years","Both sexes","Dún Laoghaire-Rathdown","2006","Number","10821"
"Population","55 - 59 years","Both sexes","Fingal","2006","Number","10875"
"Population","55 - 59 years","Both sexes","South Dublin","2006","Number","13307"
"Population","55 - 59 years","Both sexes","Kildare","2006","Number","8998"
"Population","55 - 59 years","Both sexes","Kilkenny","2006","Number","4815"
"Population","55 - 59 years","Both sexes","Laois","2006","Number","3234"
"Population","55 - 59 years","Both sexes","Longford","2006","Number","2062"
"Population","55 - 59 years","Both sexes","Louth","2006","Number","5602"
"Population","55 - 59 years","Both sexes","Meath","2006","Number","7764"
"Population","55 - 59 years","Both sexes","Offaly","2006","Number","3715"
"Population","55 - 59 years","Both sexes","Westmeath","2006","Number","3961"
"Population","55 - 59 years","Both sexes","Wexford","2006","Number","7185"
"Population","55 - 59 years","Both sexes","Wicklow","2006","Number","6941"
"Population","55 - 59 years","Both sexes","Munster","2006","Number","65685"
"Population","55 - 59 years","Both sexes","Clare","2006","Number","6628"
"Population","55 - 59 years","Both sexes","Cork","2006","Number","25779"
"Population","55 - 59 years","Both sexes","Cork City","2006","Number","6322"
"Population","55 - 59 years","Both sexes","Cork County","2006","Number","19457"
"Population","55 - 59 years","Both sexes","Kerry","2006","Number","8751"
"Population","55 - 59 years","Both sexes","Limerick","2006","Number","10051"
"Population","55 - 59 years","Both sexes","Limerick City","2006","Number","2690"
"Population","55 - 59 years","Both sexes","Limerick County","2006","Number","7361"
"Population","55 - 59 years","Both sexes","North Tipperary","2006","Number","3668"
"Population","55 - 59 years","Both sexes","South Tipperary","2006","Number","4853"
"Population","55 - 59 years","Both sexes","Waterford","2006","Number","5955"
"Population","55 - 59 years","Both sexes","Waterford City","2006","Number","2304"
"Population","55 - 59 years","Both sexes","Waterford County","2006","Number","3651"
"Population","55 - 59 years","Both sexes","Connacht","2006","Number","28632"
"Population","55 - 59 years","Both sexes","Galway","2006","Number","11868"
"Population","55 - 59 years","Both sexes","Galway City","2006","Number","2999"
"Population","55 - 59 years","Both sexes","Galway County","2006","Number","8869"
"Population","55 - 59 years","Both sexes","Leitrim","2006","Number","1740"
"Population","55 - 59 years","Both sexes","Mayo","2006","Number","7790"
"Population","55 - 59 years","Both sexes","Roscommon","2006","Number","3471"
"Population","55 - 59 years","Both sexes","Sligo","2006","Number","3763"
"Population","55 - 59 years","Both sexes","Ulster (part of)","2006","Number","15083"
"Population","55 - 59 years","Both sexes","Cavan","2006","Number","3497"
"Population","55 - 59 years","Both sexes","Donegal","2006","Number","8418"
"Population","55 - 59 years","Both sexes","Monaghan","2006","Number","3168"
"Population","55 - 59 years","Male","State","2006","Number","113943"
"Population","55 - 59 years","Male","Leinster","2006","Number","57878"
"Population","55 - 59 years","Male","Carlow","2006","Number","1341"
"Population","55 - 59 years","Male","Dublin","2006","Number","28795"
"Population","55 - 59 years","Male","Dublin City","2006","Number","11871"
"Population","55 - 59 years","Male","Dún Laoghaire-Rathdown","2006","Number","5133"
"Population","55 - 59 years","Male","Fingal","2006","Number","5297"
"Population","55 - 59 years","Male","South Dublin","2006","Number","6494"
"Population","55 - 59 years","Male","Kildare","2006","Number","4593"
"Population","55 - 59 years","Male","Kilkenny","2006","Number","2513"
"Population","55 - 59 years","Male","Laois","2006","Number","1682"
"Population","55 - 59 years","Male","Longford","2006","Number","1092"
"Population","55 - 59 years","Male","Louth","2006","Number","2770"
"Population","55 - 59 years","Male","Meath","2006","Number","3989"
"Population","55 - 59 years","Male","Offaly","2006","Number","1871"
"Population","55 - 59 years","Male","Westmeath","2006","Number","2007"
"Population","55 - 59 years","Male","Wexford","2006","Number","3670"
"Population","55 - 59 years","Male","Wicklow","2006","Number","3555"
"Population","55 - 59 years","Male","Munster","2006","Number","33416"
"Population","55 - 59 years","Male","Clare","2006","Number","3364"
"Population","55 - 59 years","Male","Cork","2006","Number","13040"
"Population","55 - 59 years","Male","Cork City","2006","Number","3115"
"Population","55 - 59 years","Male","Cork County","2006","Number","9925"
"Population","55 - 59 years","Male","Kerry","2006","Number","4525"
"Population","55 - 59 years","Male","Limerick","2006","Number","5110"
"Population","55 - 59 years","Male","Limerick City","2006","Number","1340"
"Population","55 - 59 years","Male","Limerick County","2006","Number","3770"
"Population","55 - 59 years","Male","North Tipperary","2006","Number","1890"
"Population","55 - 59 years","Male","South Tipperary","2006","Number","2447"
"Population","55 - 59 years","Male","Waterford","2006","Number","3040"
"Population","55 - 59 years","Male","Waterford City","2006","Number","1164"
"Population","55 - 59 years","Male","Waterford County","2006","Number","1876"
"Population","55 - 59 years","Male","Connacht","2006","Number","14857"
"Population","55 - 59 years","Male","Galway","2006","Number","6086"
"Population","55 - 59 years","Male","Galway City","2006","Number","1425"
"Population","55 - 59 years","Male","Galway County","2006","Number","4661"
"Population","55 - 59 years","Male","Leitrim","2006","Number","912"
"Population","55 - 59 years","Male","Mayo","2006","Number","4150"
"Population","55 - 59 years","Male","Roscommon","2006","Number","1769"
"Population","55 - 59 years","Male","Sligo","2006","Number","1940"
"Population","55 - 59 years","Male","Ulster (part of)","2006","Number","7792"
"Population","55 - 59 years","Male","Cavan","2006","Number","1871"
"Population","55 - 59 years","Male","Donegal","2006","Number","4279"
"Population","55 - 59 years","Male","Monaghan","2006","Number","1642"
"Population","55 - 59 years","Female","State","2006","Number","111385"
"Population","55 - 59 years","Female","Leinster","2006","Number","58050"
"Population","55 - 59 years","Female","Carlow","2006","Number","1271"
"Population","55 - 59 years","Female","Dublin","2006","Number","30244"
"Population","55 - 59 years","Female","Dublin City","2006","Number","12165"
"Population","55 - 59 years","Female","Dún Laoghaire-Rathdown","2006","Number","5688"
"Population","55 - 59 years","Female","Fingal","2006","Number","5578"
"Population","55 - 59 years","Female","South Dublin","2006","Number","6813"
"Population","55 - 59 years","Female","Kildare","2006","Number","4405"
"Population","55 - 59 years","Female","Kilkenny","2006","Number","2302"
"Population","55 - 59 years","Female","Laois","2006","Number","1552"
"Population","55 - 59 years","Female","Longford","2006","Number","970"
"Population","55 - 59 years","Female","Louth","2006","Number","2832"
"Population","55 - 59 years","Female","Meath","2006","Number","3775"
"Population","55 - 59 years","Female","Offaly","2006","Number","1844"
"Population","55 - 59 years","Female","Westmeath","2006","Number","1954"
"Population","55 - 59 years","Female","Wexford","2006","Number","3515"
"Population","55 - 59 years","Female","Wicklow","2006","Number","3386"
"Population","55 - 59 years","Female","Munster","2006","Number","32269"
"Population","55 - 59 years","Female","Clare","2006","Number","3264"
"Population","55 - 59 years","Female","Cork","2006","Number","12739"
"Population","55 - 59 years","Female","Cork City","2006","Number","3207"
"Population","55 - 59 years","Female","Cork County","2006","Number","9532"
"Population","55 - 59 years","Female","Kerry","2006","Number","4226"
"Population","55 - 59 years","Female","Limerick","2006","Number","4941"
"Population","55 - 59 years","Female","Limerick City","2006","Number","1350"
"Population","55 - 59 years","Female","Limerick County","2006","Number","3591"
"Population","55 - 59 years","Female","North Tipperary","2006","Number","1778"
"Population","55 - 59 years","Female","South Tipperary","2006","Number","2406"
"Population","55 - 59 years","Female","Waterford","2006","Number","2915"
"Population","55 - 59 years","Female","Waterford City","2006","Number","1140"
"Population","55 - 59 years","Female","Waterford County","2006","Number","1775"
"Population","55 - 59 years","Female","Connacht","2006","Number","13775"
"Population","55 - 59 years","Female","Galway","2006","Number","5782"
"Population","55 - 59 years","Female","Galway City","2006","Number","1574"
"Population","55 - 59 years","Female","Galway County","2006","Number","4208"
"Population","55 - 59 years","Female","Leitrim","2006","Number","828"
"Population","55 - 59 years","Female","Mayo","2006","Number","3640"
"Population","55 - 59 years","Female","Roscommon","2006","Number","1702"
"Population","55 - 59 years","Female","Sligo","2006","Number","1823"
"Population","55 - 59 years","Female","Ulster (part of)","2006","Number","7291"
