Year,County,Age Range,Gender,Count,Missing
2021,Kildare,45 to 64 years,In another way,0,N
2021,Kildare,45 to 64 years,Unknown,0,N
2021,Kildare,65 years or over,Male,0,Y
2021,Kildare,65 years or over,Female,0,Y
2021,Kildare,65 years or over,Non-binary,0,N
2021,Kildare,65 years or over,In another way,0,N
2021,Kildare,65 years or over,Unknown,0,N
2021,Kildare,Unknown,Male,0,Y
2021,Kildare,Unknown,Female,0,N
2021,Kildare,Unknown,Non-binary,0,N
2021,Kildare,Unknown,In another way,0,N
2021,Kildare,Unknown,Unknown,0,N
2021,Kilkenny,Under 18,Male,0,Y
2021,Kilkenny,Under 18,Female,0,N
2021,Kilkenny,Under 18,Non-binary,0,N
2021,Kilkenny,Under 18,In another way,0,N
2021,Kilkenny,Under 18,Unknown,0,N
2021,Kilkenny,18 to 24 years,Male,0,Y
2021,Kilkenny,18 to 24 years,Female,0,Y
2021,Kilkenny,18 to 24 years,Non-binary,0,N
2021,Kilkenny,18 to 24 years,In another way,0,N
2021,Kilkenny,18 to 24 years,Unknown,0,N
2021,Kilkenny,25 to 34 years,Male,20,N
2021,Kilkenny,25 to 34 years,Female,0,Y
2021,Kilkenny,25 to 34 years,Non-binary,0,N
2021,Kilkenny,25 to 34 years,In another way,0,N
2021,Kilkenny,25 to 34 years,Unknown,0,N
2021,Kilkenny,35 to 44 years,Male,28,N
2021,Kilkenny,35 to 44 years,Female,16,N
2021,Kilkenny,35 to 44 years,Non-binary,0,N
2021,Kilkenny,35 to 44 years,In another way,0,N
2021,Kilkenny,35 to 44 years,Unknown,0,N
2021,Kilkenny,45 to 64 years,Male,26,N
2021,Kilkenny,45 to 64 years,Female,21,N
2021,Kilkenny,45 to 64 years,Non-binary,0,N
2021,Kilkenny,45 to 64 years,In another way,0,N
2021,Kilkenny,45 to 64 years,Unknown,0,N
2021,Kilkenny,65 years or over,Male,10,N
2021,Kilkenny,65 years or over,Female,6,N
2021,Kilkenny,65 years or over,Non-binary,0,N
2021,Kilkenny,65 years or over,In another way,0,N
2021,Kilkenny,65 years or over,Unknown,0,N
2021,Kilkenny,Unknown,Male,0,N
2021,Kilkenny,Unknown,Female,0,N
2021,Kilkenny,Unknown,Non-binary,0,N
2021,Kilkenny,Unknown,In another way,0,N
2021,Kilkenny,Unknown,Unknown,0,N
2021,Kerry,Under 18,Male,0,Y
2021,Kerry,Under 18,Female,0,Y
2021,Kerry,Under 18,Non-binary,0,N
2021,Kerry,Under 18,In another way,0,N
2021,Kerry,Under 18,Unknown,0,N
2021,Kerry,18 to 24 years,Male,13,N
2021,Kerry,18 to 24 years,Female,0,Y
2021,Kerry,18 to 24 years,Non-binary,0,N
2021,Kerry,18 to 24 years,In another way,0,N
2021,Kerry,18 to 24 years,Unknown,0,N
2021,Kerry,25 to 34 years,Male,38,N
2021,Kerry,25 to 34 years,Female,14,N
2021,Kerry,25 to 34 years,Non-binary,0,N
2021,Kerry,25 to 34 years,In another way,0,N
2021,Kerry,25 to 34 years,Unknown,0,N
2021,Kerry,35 to 44 years,Male,34,N
2021,Kerry,35 to 44 years,Female,24,N
2021,Kerry,35 to 44 years,Non-binary,0,N
2021,Kerry,35 to 44 years,In another way,0,N
2021,Kerry,35 to 44 years,Unknown,0,N
2021,Kerry,45 to 64 years,Male,36,N
2021,Kerry,45 to 64 years,Female,30,N
2021,Kerry,45 to 64 years,Non-binary,0,N
2021,Kerry,45 to 64 years,In another way,0,N
2021,Kerry,45 to 64 years,Unknown,0,N
2021,Kerry,65 years or over,Male,0,Y
2021,Kerry,65 years or over,Female,9,N
2021,Kerry,65 years or over,Non-binary,0,N
2021,Kerry,65 years or over,In another way,0,N
2021,Kerry,65 years or over,Unknown,0,N
2021,Kerry,Unknown,Male,0,N
2021,Kerry,Unknown,Female,0,N
2021,Kerry,Unknown,Non-binary,0,N
2021,Kerry,Unknown,In another way,0,N
2021,Kerry,Unknown,Unknown,0,N
2021,Limerick,Under 18,Male,0,Y
2021,Limerick,Under 18,Female,0,N
2021,Limerick,Under 18,Non-binary,0,N
2021,Limerick,Under 18,In another way,0,N
2021,Limerick,Under 18,Unknown,0,N
2021,Limerick,18 to 24 years,Male,16,N
2021,Limerick,18 to 24 years,Female,9,N
2021,Limerick,18 to 24 years,Non-binary,0,N
2021,Limerick,18 to 24 years,In another way,0,N
2021,Limerick,18 to 24 years,Unknown,0,N
2021,Limerick,25 to 34 years,Male,35,N
2021,Limerick,25 to 34 years,Female,32,N
2021,Limerick,25 to 34 years,Non-binary,0,N
2021,Limerick,25 to 34 years,In another way,0,N
2021,Limerick,25 to 34 years,Unknown,0,N
2021,Limerick,35 to 44 years,Male,47,N
2021,Limerick,35 to 44 years,Female,30,N
2021,Limerick,35 to 44 years,Non-binary,0,N
2021,Limerick,35 to 44 years,In another way,0,N
2021,Limerick,35 to 44 years,Unknown,0,N
2021,Limerick,45 to 64 years,Male,35,N
2021,Limerick,45 to 64 years,Female,47,N
2021,Limerick,45 to 64 years,Non-binary,0,N
2021,Limerick,45 to 64 years,In another way,0,N
2021,Limerick,45 to 64 years,Unknown,0,N
2021,Limerick,65 years or over,Male,0,Y
2021,Limerick,65 years or over,Female,7,N
2021,Limerick,65 years or over,Non-binary,0,N
2021,Limerick,65 years or over,In another way,0,N
2021,Limerick,65 years or over,Unknown,0,N
2021,Limerick,Unknown,Male,0,Y
2021,Limerick,Unknown,Female,0,N
2021,Limerick,Unknown,Non-binary,0,N
2021,Limerick,Unknown,In another way,0,N
2021,Limerick,Unknown,Unknown,0,N
2021,Longford,Under 18,Male,0,N
2021,Longford,Under 18,Female,0,Y
2021,Longford,Under 18,Non-binary,0,N
2021,Longford,Under 18,In another way,0,N
2021,Longford,Under 18,Unknown,0,N
2021,Longford,18 to 24 years,Male,0,Y
2021,Longford,18 to 24 years,Female,0,N
2021,Longford,18 to 24 years,Non-binary,0,N
2021,Longford,18 to 24 years,In another way,0,N
2021,Longford,18 to 24 years,Unknown,0,N
2021,Longford,25 to 34 years,Male,14,N
2021,Longford,25 to 34 years,Female,0,Y
2021,Longford,25 to 34 years,Non-binary,0,N
2021,Longford,25 to 34 years,In another way,0,N
2021,Longford,25 to 34 years,Unknown,0,N
2021,Longford,35 to 44 years,Male,0,Y
2021,Longford,35 to 44 years,Female,0,Y
2021,Longford,35 to 44 years,Non-binary,0,N
2021,Longford,35 to 44 years,In another way,0,N
2021,Longford,35 to 44 years,Unknown,0,N
2021,Longford,45 to 64 years,Male,0,Y
2021,Longford,45 to 64 years,Female,0,Y
2021,Longford,45 to 64 years,Non-binary,0,N
2021,Longford,45 to 64 years,In another way,0,N
2021,Longford,45 to 64 years,Unknown,0,N
2021,Longford,65 years or over,Male,0,Y
2021,Longford,65 years or over,Female,0,N
2021,Longford,65 years or over,Non-binary,0,N
2021,Longford,65 years or over,In another way,0,N
2021,Longford,65 years or over,Unknown,0,N
2021,Longford,Unknown,Male,0,N
2021,Longford,Unknown,Female,0,N
2021,Longford,Unknown,Non-binary,0,N
2021,Longford,Unknown,In another way,0,N
2021,Longford,Unknown,Unknown,0,N
2021,Louth,Under 18,Male,0,Y
2021,Louth,Under 18,Female,0,N
2021,Louth,Under 18,Non-binary,0,N
2021,Louth,Under 18,In another way,0,N
2021,Louth,Under 18,Unknown,0,N
2021,Louth,18 to 24 years,Male,7,N
2021,Louth,18 to 24 years,Female,0,Y
2021,Louth,18 to 24 years,Non-binary,0,N
2021,Louth,18 to 24 years,In another way,0,N
2021,Louth,18 to 24 years,Unknown,0,N
2021,Louth,25 to 34 years,Male,27,N
2021,Louth,25 to 34 years,Female,8,N
2021,Louth,25 to 34 years,Non-binary,0,N
2021,Louth,25 to 34 years,In another way,0,N
2021,Louth,25 to 34 years,Unknown,0,N
2021,Louth,35 to 44 years,Male,33,N
2021,Louth,35 to 44 years,Female,21,N
2021,Louth,35 to 44 years,Non-binary,0,N
2021,Louth,35 to 44 years,In another way,0,N
2021,Louth,35 to 44 years,Unknown,0,N
2021,Louth,45 to 64 years,Male,32,N
2021,Louth,45 to 64 years,Female,21,N
2021,Louth,45 to 64 years,Non-binary,0,N
2021,Louth,45 to 64 years,In another way,0,N
2021,Louth,45 to 64 years,Unknown,0,N
2021,Louth,65 years or over,Male,0,Y
2021,Louth,65 years or over,Female,0,Y
2021,Louth,65 years or over,Non-binary,0,N
2021,Louth,65 years or over,In another way,0,N
2021,Louth,65 years or over,Unknown,0,N
2021,Louth,Unknown,Male,0,N
2021,Louth,Unknown,Female,0,N
2021,Louth,Unknown,Non-binary,0,N
2021,Louth,Unknown,In another way,0,N
2021,Louth,Unknown,Unknown,0,N
2021,Leitrim,Under 18,Male,0,Y
2021,Leitrim,Under 18,Female,0,N
2021,Leitrim,Under 18,Non-binary,0,N
2021,Leitrim,Under 18,In another way,0,N
2021,Leitrim,Under 18,Unknown,0,N
2021,Leitrim,18 to 24 years,Male,6,N
2021,Leitrim,18 to 24 years,Female,0,N
2021,Leitrim,18 to 24 years,Non-binary,0,N
2021,Leitrim,18 to 24 years,In another way,0,N
2021,Leitrim,18 to 24 years,Unknown,0,N
2021,Leitrim,25 to 34 years,Male,6,N
2021,Leitrim,25 to 34 years,Female,7,N
2021,Leitrim,25 to 34 years,Non-binary,0,N
2021,Leitrim,25 to 34 years,In another way,0,N
2021,Leitrim,25 to 34 years,Unknown,0,N
2021,Leitrim,35 to 44 years,Male,11,N
2021,Leitrim,35 to 44 years,Female,6,N
2021,Leitrim,35 to 44 years,Non-binary,0,N
2021,Leitrim,35 to 44 years,In another way,0,N
2021,Leitrim,35 to 44 years,Unknown,0,N
2021,Leitrim,45 to 64 years,Male,12,N
2021,Leitrim,45 to 64 years,Female,13,N
2021,Leitrim,45 to 64 years,Non-binary,0,N
2021,Leitrim,45 to 64 years,In another way,0,N
2021,Leitrim,45 to 64 years,Unknown,0,N
2021,Leitrim,65 years or over,Male,7,N
2021,Leitrim,65 years or over,Female,0,Y
2021,Leitrim,65 years or over,Non-binary,0,N
2021,Leitrim,65 years or over,In another way,0,N
2021,Leitrim,65 years or over,Unknown,0,N
2021,Leitrim,Unknown,Male,0,N
2021,Leitrim,Unknown,Female,0,N
2021,Leitrim,Unknown,Non-binary,0,N
2021,Leitrim,Unknown,In another way,0,N
2021,Leitrim,Unknown,Unknown,0,N
2021,Laois,Under 18,Male,0,N
2021,Laois,Under 18,Female,0,Y
2021,Laois,Under 18,Non-binary,0,N
2021,Laois,Under 18,In another way,0,N
2021,Laois,Under 18,Unknown,0,N
2021,Laois,18 to 24 years,Male,8,N
2021,Laois,18 to 24 years,Female,0,Y
2021,Laois,18 to 24 years,Non-binary,0,N
2021,Laois,18 to 24 years,In another way,0,N
2021,Laois,18 to 24 years,Unknown,0,N
2021,Laois,25 to 34 years,Male,18,N
2021,Laois,25 to 34 years,Female,0,Y
2021,Laois,25 to 34 years,Non-binary,0,N
2021,Laois,25 to 34 years,In another way,0,N
2021,Laois,25 to 34 years,Unknown,0,N
2021,Laois,35 to 44 years,Male,18,N
2021,Laois,35 to 44 years,Female,7,N
2021,Laois,35 to 44 years,Non-binary,0,N
2021,Laois,35 to 44 years,In another way,0,N
2021,Laois,35 to 44 years,Unknown,0,N
2021,Laois,45 to 64 years,Male,16,N
2021,Laois,45 to 64 years,Female,10,N
2021,Laois,45 to 64 years,Non-binary,0,N
2021,Laois,45 to 64 years,In another way,0,N
2021,Laois,45 to 64 years,Unknown,0,N
2021,Laois,65 years or over,Male,0,N
2021,Laois,65 years or over,Female,0,Y
2021,Laois,65 years or over,Non-binary,0,N
2021,Laois,65 years or over,In another way,0,N
2021,Laois,65 years or over,Unknown,0,N
2021,Laois,Unknown,Male,0,N
2021,Laois,Unknown,Female,0,N
2021,Laois,Unknown,Non-binary,0,N
2021,Laois,Unknown,In another way,0,N
2021,Laois,Unknown,Unknown,0,N
2021,Meath,Under 18,Male,0,Y
2021,Meath,Under 18,Female,0,Y
2021,Meath,Under 18,Non-binary,0,N
2021,Meath,Under 18,In another way,0,N
2021,Meath,Under 18,Unknown,0,N
2021,Meath,18 to 24 years,Male,0,Y
2021,Meath,18 to 24 years,Female,0,Y
2021,Meath,18 to 24 years,Non-binary,0,N
2021,Meath,18 to 24 years,In another way,0,N
2021,Meath,18 to 24 years,Unknown,0,N
2021,Meath,25 to 34 years,Male,18,N
2021,Meath,25 to 34 years,Female,9,N
2021,Meath,25 to 34 years,Non-binary,0,N
2021,Meath,25 to 34 years,In another way,0,N
2021,Meath,25 to 34 years,Unknown,0,N
2021,Meath,35 to 44 years,Male,21,N
2021,Meath,35 to 44 years,Female,14,N
2021,Meath,35 to 44 years,Non-binary,0,N
2021,Meath,35 to 44 years,In another way,0,N
2021,Meath,35 to 44 years,Unknown,0,N
2021,Meath,45 to 64 years,Male,12,N
2021,Meath,45 to 64 years,Female,18,N
2021,Meath,45 to 64 years,Non-binary,0,N
2021,Meath,45 to 64 years,In another way,0,N
2021,Meath,45 to 64 years,Unknown,0,N
2021,Meath,65 years or over,Male,0,Y
2021,Meath,65 years or over,Female,0,Y
2021,Meath,65 years or over,Non-binary,0,N
2021,Meath,65 years or over,In another way,0,N
2021,Meath,65 years or over,Unknown,0,N
2021,Meath,Unknown,Male,0,N
2021,Meath,Unknown,Female,0,N
2021,Meath,Unknown,Non-binary,0,N
2021,Meath,Unknown,In another way,0,N
2021,Meath,Unknown,Unknown,0,N
2021,Monaghan,Under 18,Male,0,N
2021,Monaghan,Under 18,Female,0,N
2021,Monaghan,Under 18,Non-binary,0,N
2021,Monaghan,Under 18,In another way,0,N
2021,Monaghan,Under 18,Unknown,0,N
2021,Monaghan,18 to 24 years,Male,7,N
2021,Monaghan,18 to 24 years,Female,0,Y
2021,Monaghan,18 to 24 years,Non-binary,0,N
2021,Monaghan,18 to 24 years,In another way,0,N
2021,Monaghan,18 to 24 years,Unknown,0,N
2021,Monaghan,25 to 34 years,Male,12,N
2021,Monaghan,25 to 34 years,Female,7,N
2021,Monaghan,25 to 34 years,Non-binary,0,N
2021,Monaghan,25 to 34 years,In another way,0,N
2021,Monaghan,25 to 34 years,Unknown,0,N
2021,Monaghan,35 to 44 years,Male,24,N
2021,Monaghan,35 to 44 years,Female,7,N
2021,Monaghan,35 to 44 years,Non-binary,0,N
2021,Monaghan,35 to 44 years,In another way,0,N
2021,Monaghan,35 to 44 years,Unknown,0,N
2021,Monaghan,45 to 64 years,Male,21,N
2021,Monaghan,45 to 64 years,Female,11,N
2021,Monaghan,45 to 64 years,Non-binary,0,N
2021,Monaghan,45 to 64 years,In another way,0,N
2021,Monaghan,45 to 64 years,Unknown,0,N
2021,Monaghan,65 years or over,Male,6,N
2021,Monaghan,65 years or over,Female,0,Y
2021,Monaghan,65 years or over,Non-binary,0,N
2021,Monaghan,65 years or over,In another way,0,N
2021,Monaghan,65 years or over,Unknown,0,N
2021,Monaghan,Unknown,Male,0,N
2021,Monaghan,Unknown,Female,0,N
2021,Monaghan,Unknown,Non-binary,0,N
2021,Monaghan,Unknown,In another way,0,N
2021,Monaghan,Unknown,Unknown,0,N
2021,Mayo,Under 18,Male,0,Y
2021,Mayo,Under 18,Female,0,N
2021,Mayo,Under 18,Non-binary,0,N
2021,Mayo,Under 18,In another way,0,N
2021,Mayo,Under 18,Unknown,0,N
2021,Mayo,18 to 24 years,Male,0,Y
2021,Mayo,18 to 24 years,Female,0,Y
2021,Mayo,18 to 24 years,Non-binary,0,N
2021,Mayo,18 to 24 years,In another way,0,N
2021,Mayo,18 to 24 years,Unknown,0,N
2021,Mayo,25 to 34 years,Male,9,N
2021,Mayo,25 to 34 years,Female,0,Y
2021,Mayo,25 to 34 years,Non-binary,0,N
2021,Mayo,25 to 34 years,In another way,0,N
2021,Mayo,25 to 34 years,Unknown,0,N
2021,Mayo,35 to 44 years,Male,15,N
2021,Mayo,35 to 44 years,Female,0,Y
2021,Mayo,35 to 44 years,Non-binary,0,N
2021,Mayo,35 to 44 years,In another way,0,N
2021,Mayo,35 to 44 years,Unknown,0,N
2021,Mayo,45 to 64 years,Male,13,N
2021,Mayo,45 to 64 years,Female,9,N
2021,Mayo,45 to 64 years,Non-binary,0,N
2021,Mayo,45 to 64 years,In another way,0,N
2021,Mayo,45 to 64 years,Unknown,0,N
2021,Mayo,65 years or over,Male,0,Y
2021,Mayo,65 years or over,Female,0,N
2021,Mayo,65 years or over,Non-binary,0,N
2021,Mayo,65 years or over,In another way,0,N
2021,Mayo,65 years or over,Unknown,0,N
2021,Mayo,Unknown,Male,0,N
2021,Mayo,Unknown,Female,0,N
2021,Mayo,Unknown,Non-binary,0,N
2021,Mayo,Unknown,In another way,0,N
2021,Mayo,Unknown,Unknown,0,N
2021,Offaly,Under 18,Male,0,Y
2021,Offaly,Under 18,Female,0,N
2021,Offaly,Under 18,Non-binary,0,N
2021,Offaly,Under 18,In another way,0,N
2021,Offaly,Under 18,Unknown,0,N
2021,Offaly,18 to 24 years,Male,10,N
2021,Offaly,18 to 24 years,Female,0,Y
2021,Offaly,18 to 24 years,Non-binary,0,N
2021,Offaly,18 to 24 years,In another way,0,N
2021,Offaly,18 to 24 years,Unknown,0,N
2021,Offaly,25 to 34 years,Male,17,N
2021,Offaly,25 to 34 years,Female,11,N
2021,Offaly,25 to 34 years,Non-binary,0,N
2021,Offaly,25 to 34 years,In another way,0,N
2021,Offaly,25 to 34 years,Unknown,0,N
2021,Offaly,35 to 44 years,Male,16,N
2021,Offaly,35 to 44 years,Female,23,N
2021,Offaly,35 to 44 years,Non-binary,0,N
2021,Offaly,35 to 44 years,In another way,0,N
2021,Offaly,35 to 44 years,Unknown,0,N
2021,Offaly,45 to 64 years,Male,22,N
2021,Offaly,45 to 64 years,Female,17,N
2021,Offaly,45 to 64 years,Non-binary,0,N
2021,Offaly,45 to 64 years,In another way,0,N
2021,Offaly,45 to 64 years,Unknown,0,N
2021,Offaly,65 years or over,Male,0,Y
2021,Offaly,65 years or over,Female,6,N
2021,Offaly,65 years or over,Non-binary,0,N
2021,Offaly,65 years or over,In another way,0,N
2021,Offaly,65 years or over,Unknown,0,N
2021,Offaly,Unknown,Male,0,N
2021,Offaly,Unknown,Female,0,N
2021,Offaly,Unknown,Non-binary,0,N
2021,Offaly,Unknown,In another way,0,N
2021,Offaly,Unknown,Unknown,0,N
2021,Roscommon,Under 18,Male,0,Y
2021,Roscommon,Under 18,Female,0,Y
2021,Roscommon,Under 18,Non-binary,0,N
2021,Roscommon,Under 18,In another way,0,N
2021,Roscommon,Under 18,Unknown,0,N
2021,Roscommon,18 to 24 years,Male,7,N
2021,Roscommon,18 to 24 years,Female,0,Y
2021,Roscommon,18 to 24 years,Non-binary,0,N
2021,Roscommon,18 to 24 years,In another way,0,N
2021,Roscommon,18 to 24 years,Unknown,0,N
2021,Roscommon,25 to 34 years,Male,27,N
2021,Roscommon,25 to 34 years,Female,0,Y
2021,Roscommon,25 to 34 years,Non-binary,0,N
2021,Roscommon,25 to 34 years,In another way,0,N
2021,Roscommon,25 to 34 years,Unknown,0,N
2021,Roscommon,35 to 44 years,Male,15,N
2021,Roscommon,35 to 44 years,Female,0,Y
2021,Roscommon,35 to 44 years,Non-binary,0,N
2021,Roscommon,35 to 44 years,In another way,0,N
2021,Roscommon,35 to 44 years,Unknown,0,N
2021,Roscommon,45 to 64 years,Male,21,N
2021,Roscommon,45 to 64 years,Female,0,Y
2021,Roscommon,45 to 64 years,Non-binary,0,N
2021,Roscommon,45 to 64 years,In another way,0,N
2021,Roscommon,45 to 64 years,Unknown,0,N
2021,Roscommon,65 years or over,Male,0,Y
2021,Roscommon,65 years or over,Female,0,N
2021,Roscommon,65 years or over,Non-binary,0,N
2021,Roscommon,65 years or over,In another way,0,N
2021,Roscommon,65 years or over,Unknown,0,N
2021,Roscommon,Unknown,Male,0,N
2021,Roscommon,Unknown,Female,0,N
2021,Roscommon,Unknown,Non-binary,0,N
2021,Roscommon,Unknown,In another way,0,N
2021,Roscommon,Unknown,Unknown,0,N
2021,Sligo,Under 18,Male,0,N
2021,Sligo,Under 18,Female,0,Y
2021,Sligo,Under 18,Non-binary,0,N
2021,Sligo,Under 18,In another way,0,N
2021,Sligo,Under 18,Unknown,0,N
2021,Sligo,18 to 24 years,Male,6,N
2021,Sligo,18 to 24 years,Female,0,Y
2021,Sligo,18 to 24 years,Non-binary,0,N
2021,Sligo,18 to 24 years,In another way,0,N
2021,Sligo,18 to 24 years,Unknown,0,N
2021,Sligo,25 to 34 years,Male,19,N
2021,Sligo,25 to 34 years,Female,0,Y
2021,Sligo,25 to 34 years,Non-binary,0,N
2021,Sligo,25 to 34 years,In another way,0,N
2021,Sligo,25 to 34 years,Unknown,0,N
2021,Sligo,35 to 44 years,Male,38,N
2021,Sligo,35 to 44 years,Female,12,N
2021,Sligo,35 to 44 years,Non-binary,0,N
2021,Sligo,35 to 44 years,In another way,0,N
2021,Sligo,35 to 44 years,Unknown,0,N
2021,Sligo,45 to 64 years,Male,40,N
2021,Sligo,45 to 64 years,Female,21,N
2021,Sligo,45 to 64 years,Non-binary,0,N
2021,Sligo,45 to 64 years,In another way,0,N
2021,Sligo,45 to 64 years,Unknown,0,N
2021,Sligo,65 years or over,Male,0,Y
2021,Sligo,65 years or over,Female,0,Y
2021,Sligo,65 years or over,Non-binary,0,N
2021,Sligo,65 years or over,In another way,0,N
2021,Sligo,65 years or over,Unknown,0,N
2021,Sligo,Unknown,Male,0,N
2021,Sligo,Unknown,Female,0,N
2021,Sligo,Unknown,Non-binary,0,N
2021,Sligo,Unknown,In another way,0,N
2021,Sligo,Unknown,Unknown,0,N
2021,Tipperary,Under 18,Male,0,Y
2021,Tipperary,Under 18,Female,0,Y
2021,Tipperary,Under 18,Non-binary,0,N
2021,Tipperary,Under 18,In another way,0,N
2021,Tipperary,Under 18,Unknown,0,N
2021,Tipperary,18 to 24 years,Male,24,N
2021,Tipperary,18 to 24 years,Female,11,N
2021,Tipperary,18 to 24 years,Non-binary,0,N
2021,Tipperary,18 to 24 years,In another way,0,N
2021,Tipperary,18 to 24 years,Unknown,0,N
2021,Tipperary,25 to 34 years,Male,38,N
2021,Tipperary,25 to 34 years,Female,22,N
2021,Tipperary,25 to 34 years,Non-binary,0,N
2021,Tipperary,25 to 34 years,In another way,0,N
2021,Tipperary,25 to 34 years,Unknown,0,N
2021,Tipperary,35 to 44 years,Male,50,N
2021,Tipperary,35 to 44 years,Female,35,N
2021,Tipperary,35 to 44 years,Non-binary,0,N
2021,Tipperary,35 to 44 years,In another way,0,N
2021,Tipperary,35 to 44 years,Unknown,0,N
2021,Tipperary,45 to 64 years,Male,55,N
2021,Tipperary,45 to 64 years,Female,45,N
2021,Tipperary,45 to 64 years,Non-binary,0,N
2021,Tipperary,45 to 64 years,In another way,0,N
2021,Tipperary,45 to 64 years,Unknown,0,N
2021,Tipperary,65 years or over,Male,9,N
2021,Tipperary,65 years or over,Female,0,Y
2021,Tipperary,65 years or over,Non-binary,0,N
2021,Tipperary,65 years or over,In another way,0,N
2021,Tipperary,65 years or over,Unknown,0,N
2021,Tipperary,Unknown,Male,0,N
2021,Tipperary,Unknown,Female,0,N
2021,Tipperary,Unknown,Non-binary,0,N
2021,Tipperary,Unknown,In another way,0,N
2021,Tipperary,Unknown,Unknown,0,N
2021,Waterford,Under 18,Male,0,Y
2021,Waterford,Under 18,Female,0,Y
2021,Waterford,Under 18,Non-binary,0,N
2021,Waterford,Under 18,In another way,0,N
2021,Waterford,Under 18,Unknown,0,N
2021,Waterford,18 to 24 years,Male,12,N
2021,Waterford,18 to 24 years,Female,0,Y
2021,Waterford,18 to 24 years,Non-binary,0,N
2021,Waterford,18 to 24 years,In another way,0,N
2021,Waterford,18 to 24 years,Unknown,0,N
2021,Waterford,25 to 34 years,Male,42,N
2021,Waterford,25 to 34 years,Female,14,N
2021,Waterford,25 to 34 years,Non-binary,0,N
2021,Waterford,25 to 34 years,In another way,0,N
2021,Waterford,25 to 34 years,Unknown,0,N
2021,Waterford,35 to 44 years,Male,56,N
2021,Waterford,35 to 44 years,Female,38,N
2021,Waterford,35 to 44 years,Non-binary,0,N
2021,Waterford,35 to 44 years,In another way,0,N
2021,Waterford,35 to 44 years,Unknown,0,N
2021,Waterford,45 to 64 years,Male,92,N
2021,Waterford,45 to 64 years,Female,42,N
2021,Waterford,45 to 64 years,Non-binary,0,N
2021,Waterford,45 to 64 years,In another way,0,N
2021,Waterford,45 to 64 years,Unknown,0,N
2021,Waterford,65 years or over,Male,19,N
2021,Waterford,65 years or over,Female,13,N
2021,Waterford,65 years or over,Non-binary,0,N
2021,Waterford,65 years or over,In another way,0,N
2021,Waterford,65 years or over,Unknown,0,N
2021,Waterford,Unknown,Male,0,N
2021,Waterford,Unknown,Female,0,N
2021,Waterford,Unknown,Non-binary,0,N
2021,Waterford,Unknown,In another way,0,N
2021,Waterford,Unknown,Unknown,0,N
2021,Westmeath,Under 18,Male,0,N
2021,Westmeath,Under 18,Female,0,N
2021,Westmeath,Under 18,Non-binary,0,N
2021,Westmeath,Under 18,In another way,0,N
2021,Westmeath,Under 18,Unknown,0,N
2021,Westmeath,18 to 24 years,Male,0,Y
2021,Westmeath,18 to 24 years,Female,0,Y
2021,Westmeath,18 to 24 years,Non-binary,0,N
2021,Westmeath,18 to 24 years,In another way,0,N
2021,Westmeath,18 to 24 years,Unknown,0,N
2021,Westmeath,25 to 34 years,Male,15,N
2021,Westmeath,25 to 34 years,Female,0,Y
2021,Westmeath,25 to 34 years,Non-binary,0,N
2021,Westmeath,25 to 34 years,In another way,0,N
2021,Westmeath,25 to 34 years,Unknown,0,N
2021,Westmeath,35 to 44 years,Male,15,N
2021,Westmeath,35 to 44 years,Female,6,N
2021,Westmeath,35 to 44 years,Non-binary,0,N
2021,Westmeath,35 to 44 years,In another way,0,N
2021,Westmeath,35 to 44 years,Unknown,0,N
2021,Westmeath,45 to 64 years,Male,10,N
2021,Westmeath,45 to 64 years,Female,6,N
2021,Westmeath,45 to 64 years,Non-binary,0,N
2021,Westmeath,45 to 64 years,In another way,0,N
2021,Westmeath,45 to 64 years,Unknown,0,N
2021,Westmeath,65 years or over,Male,0,N
2021,Westmeath,65 years or over,Female,0,N
2021,Westmeath,65 years or over,Non-binary,0,N
2021,Westmeath,65 years or over,In another way,0,N
2021,Westmeath,65 years or over,Unknown,0,N
2021,Westmeath,Unknown,Male,0,N
2021,Westmeath,Unknown,Female,0,N
2021,Westmeath,Unknown,Non-binary,0,N
2021,Westmeath,Unknown,In another way,0,N
2021,Westmeath,Unknown,Unknown,0,N
2021,Wicklow,Under 18,Male,0,Y
2021,Wicklow,Under 18,Female,0,Y
2021,Wicklow,Under 18,Non-binary,0,N
2021,Wicklow,Under 18,In another way,0,N
2021,Wicklow,Under 18,Unknown,0,Y
2021,Wicklow,18 to 24 years,Male,0,Y
2021,Wicklow,18 to 24 years,Female,0,Y
2021,Wicklow,18 to 24 years,Non-binary,0,N
2021,Wicklow,18 to 24 years,In another way,0,N
2021,Wicklow,18 to 24 years,Unknown,0,N
2021,Wicklow,25 to 34 years,Male,33,N
2021,Wicklow,25 to 34 years,Female,12,N
2021,Wicklow,25 to 34 years,Non-binary,0,N
2021,Wicklow,25 to 34 years,In another way,0,N
2021,Wicklow,25 to 34 years,Unknown,0,N
2021,Wicklow,35 to 44 years,Male,46,N
2021,Wicklow,35 to 44 years,Female,20,N
2021,Wicklow,35 to 44 years,Non-binary,0,N
2021,Wicklow,35 to 44 years,In another way,0,N
2021,Wicklow,35 to 44 years,Unknown,0,N
2021,Wicklow,45 to 64 years,Male,56,N
2021,Wicklow,45 to 64 years,Female,37,N
2021,Wicklow,45 to 64 years,Non-binary,0,N
2021,Wicklow,45 to 64 years,In another way,0,N
2021,Wicklow,45 to 64 years,Unknown,0,N
