Year,County,Age Range,Gender,Count,Missing
2016,Outside Ireland,65 years or over,Female,0,N
2016,Outside Ireland,65 years or over,Non-binary,0,N
2016,Outside Ireland,65 years or over,In another way,0,N
2016,Outside Ireland,65 years or over,Unknown,0,N
2016,Outside Ireland,Unknown,Male,0,N
2016,Outside Ireland,Unknown,Female,0,N
2016,Outside Ireland,Unknown,Non-binary,0,N
2016,Outside Ireland,Unknown,In another way,0,N
2016,Outside Ireland,Unknown,Unknown,0,N
2016,Address unknown Ireland,Under 18,Male,0,N
2016,Address unknown Ireland,Under 18,Female,0,N
2016,Address unknown Ireland,Under 18,Non-binary,0,N
2016,Address unknown Ireland,Under 18,In another way,0,N
2016,Address unknown Ireland,Under 18,Unknown,0,N
2016,Address unknown Ireland,18 to 24 years,Male,0,Y
2016,Address unknown Ireland,18 to 24 years,Female,0,Y
2016,Address unknown Ireland,18 to 24 years,Non-binary,0,N
2016,Address unknown Ireland,18 to 24 years,In another way,0,N
2016,Address unknown Ireland,18 to 24 years,Unknown,0,Y
2016,Address unknown Ireland,25 to 34 years,Male,18,N
2016,Address unknown Ireland,25 to 34 years,Female,7,N
2016,Address unknown Ireland,25 to 34 years,Non-binary,0,N
2016,Address unknown Ireland,25 to 34 years,In another way,0,N
2016,Address unknown Ireland,25 to 34 years,Unknown,0,N
2016,Address unknown Ireland,35 to 44 years,Male,32,N
2016,Address unknown Ireland,35 to 44 years,Female,0,Y
2016,Address unknown Ireland,35 to 44 years,Non-binary,0,N
2016,Address unknown Ireland,35 to 44 years,In another way,0,N
2016,Address unknown Ireland,35 to 44 years,Unknown,0,N
2016,Address unknown Ireland,45 to 64 years,Male,25,N
2016,Address unknown Ireland,45 to 64 years,Female,0,Y
2016,Address unknown Ireland,45 to 64 years,Non-binary,0,N
2016,Address unknown Ireland,45 to 64 years,In another way,0,N
2016,Address unknown Ireland,45 to 64 years,Unknown,0,Y
2016,Address unknown Ireland,65 years or over,Male,0,Y
2016,Address unknown Ireland,65 years or over,Female,0,Y
2016,Address unknown Ireland,65 years or over,Non-binary,0,N
2016,Address unknown Ireland,65 years or over,In another way,0,N
2016,Address unknown Ireland,65 years or over,Unknown,0,N
2016,Address unknown Ireland,Unknown,Male,0,N
2016,Address unknown Ireland,Unknown,Female,0,N
2016,Address unknown Ireland,Unknown,Non-binary,0,N
2016,Address unknown Ireland,Unknown,In another way,0,N
2016,Address unknown Ireland,Unknown,Unknown,0,N
2015,Cork,Under 18,Male,21,N
2015,Cork,Under 18,Female,14,N
2015,Cork,Under 18,Non-binary,0,N
2015,Cork,Under 18,In another way,0,N
2015,Cork,Under 18,Unknown,0,N
2015,Cork,18 to 24 years,Male,98,N
2015,Cork,18 to 24 years,Female,35,N
2015,Cork,18 to 24 years,Non-binary,0,N
2015,Cork,18 to 24 years,In another way,0,N
2015,Cork,18 to 24 years,Unknown,0,N
2015,Cork,25 to 34 years,Male,183,N
2015,Cork,25 to 34 years,Female,84,N
2015,Cork,25 to 34 years,Non-binary,0,N
2015,Cork,25 to 34 years,In another way,0,N
2015,Cork,25 to 34 years,Unknown,0,Y
2015,Cork,35 to 44 years,Male,141,N
2015,Cork,35 to 44 years,Female,102,N
2015,Cork,35 to 44 years,Non-binary,0,N
2015,Cork,35 to 44 years,In another way,0,N
2015,Cork,35 to 44 years,Unknown,0,N
2015,Cork,45 to 64 years,Male,161,N
2015,Cork,45 to 64 years,Female,115,N
2015,Cork,45 to 64 years,Non-binary,0,N
2015,Cork,45 to 64 years,In another way,0,N
2015,Cork,45 to 64 years,Unknown,0,Y
2015,Cork,65 years or over,Male,19,N
2015,Cork,65 years or over,Female,8,N
2015,Cork,65 years or over,Non-binary,0,N
2015,Cork,65 years or over,In another way,0,N
2015,Cork,65 years or over,Unknown,0,N
2015,Cork,Unknown,Male,0,N
2015,Cork,Unknown,Female,0,N
2015,Cork,Unknown,Non-binary,0,N
2015,Cork,Unknown,In another way,0,N
2015,Cork,Unknown,Unknown,0,N
2015,Clare,Under 18,Male,0,N
2015,Clare,Under 18,Female,0,N
2015,Clare,Under 18,Non-binary,0,N
2015,Clare,Under 18,In another way,0,N
2015,Clare,Under 18,Unknown,0,N
2015,Clare,18 to 24 years,Male,16,N
2015,Clare,18 to 24 years,Female,0,Y
2015,Clare,18 to 24 years,Non-binary,0,N
2015,Clare,18 to 24 years,In another way,0,N
2015,Clare,18 to 24 years,Unknown,0,N
2015,Clare,25 to 34 years,Male,20,N
2015,Clare,25 to 34 years,Female,0,Y
2015,Clare,25 to 34 years,Non-binary,0,N
2015,Clare,25 to 34 years,In another way,0,N
2015,Clare,25 to 34 years,Unknown,0,N
2015,Clare,35 to 44 years,Male,32,N
2015,Clare,35 to 44 years,Female,13,N
2015,Clare,35 to 44 years,Non-binary,0,N
2015,Clare,35 to 44 years,In another way,0,N
2015,Clare,35 to 44 years,Unknown,0,N
2015,Clare,45 to 64 years,Male,30,N
2015,Clare,45 to 64 years,Female,19,N
2015,Clare,45 to 64 years,Non-binary,0,N
2015,Clare,45 to 64 years,In another way,0,N
2015,Clare,45 to 64 years,Unknown,0,N
2015,Clare,65 years or over,Male,0,Y
2015,Clare,65 years or over,Female,0,N
2015,Clare,65 years or over,Non-binary,0,N
2015,Clare,65 years or over,In another way,0,N
2015,Clare,65 years or over,Unknown,0,N
2015,Clare,Unknown,Male,0,N
2015,Clare,Unknown,Female,0,Y
2015,Clare,Unknown,Non-binary,0,N
2015,Clare,Unknown,In another way,0,N
2015,Clare,Unknown,Unknown,0,N
2015,Cavan,Under 18,Male,0,N
2015,Cavan,Under 18,Female,0,Y
2015,Cavan,Under 18,Non-binary,0,N
2015,Cavan,Under 18,In another way,0,N
2015,Cavan,Under 18,Unknown,0,N
2015,Cavan,18 to 24 years,Male,0,Y
2015,Cavan,18 to 24 years,Female,0,Y
2015,Cavan,18 to 24 years,Non-binary,0,N
2015,Cavan,18 to 24 years,In another way,0,N
2015,Cavan,18 to 24 years,Unknown,0,N
2015,Cavan,25 to 34 years,Male,11,N
2015,Cavan,25 to 34 years,Female,11,N
2015,Cavan,25 to 34 years,Non-binary,0,N
2015,Cavan,25 to 34 years,In another way,0,N
2015,Cavan,25 to 34 years,Unknown,0,N
2015,Cavan,35 to 44 years,Male,16,N
2015,Cavan,35 to 44 years,Female,15,N
2015,Cavan,35 to 44 years,Non-binary,0,N
2015,Cavan,35 to 44 years,In another way,0,N
2015,Cavan,35 to 44 years,Unknown,0,N
2015,Cavan,45 to 64 years,Male,24,N
2015,Cavan,45 to 64 years,Female,11,N
2015,Cavan,45 to 64 years,Non-binary,0,N
2015,Cavan,45 to 64 years,In another way,0,N
2015,Cavan,45 to 64 years,Unknown,0,N
2015,Cavan,65 years or over,Male,0,Y
2015,Cavan,65 years or over,Female,0,Y
2015,Cavan,65 years or over,Non-binary,0,N
2015,Cavan,65 years or over,In another way,0,N
2015,Cavan,65 years or over,Unknown,0,N
2015,Cavan,Unknown,Male,0,N
2015,Cavan,Unknown,Female,0,N
2015,Cavan,Unknown,Non-binary,0,N
2015,Cavan,Unknown,In another way,0,N
2015,Cavan,Unknown,Unknown,0,N
2015,Carlow,Under 18,Male,0,N
2015,Carlow,Under 18,Female,0,N
2015,Carlow,Under 18,Non-binary,0,N
2015,Carlow,Under 18,In another way,0,N
2015,Carlow,Under 18,Unknown,0,N
2015,Carlow,18 to 24 years,Male,15,N
2015,Carlow,18 to 24 years,Female,0,Y
2015,Carlow,18 to 24 years,Non-binary,0,N
2015,Carlow,18 to 24 years,In another way,0,N
2015,Carlow,18 to 24 years,Unknown,0,N
2015,Carlow,25 to 34 years,Male,24,N
2015,Carlow,25 to 34 years,Female,9,N
2015,Carlow,25 to 34 years,Non-binary,0,N
2015,Carlow,25 to 34 years,In another way,0,N
2015,Carlow,25 to 34 years,Unknown,0,N
2015,Carlow,35 to 44 years,Male,20,N
2015,Carlow,35 to 44 years,Female,9,N
2015,Carlow,35 to 44 years,Non-binary,0,N
2015,Carlow,35 to 44 years,In another way,0,N
2015,Carlow,35 to 44 years,Unknown,0,N
2015,Carlow,45 to 64 years,Male,18,N
2015,Carlow,45 to 64 years,Female,17,N
2015,Carlow,45 to 64 years,Non-binary,0,N
2015,Carlow,45 to 64 years,In another way,0,N
2015,Carlow,45 to 64 years,Unknown,0,N
2015,Carlow,65 years or over,Male,0,Y
2015,Carlow,65 years or over,Female,0,N
2015,Carlow,65 years or over,Non-binary,0,N
2015,Carlow,65 years or over,In another way,0,N
2015,Carlow,65 years or over,Unknown,0,N
2015,Carlow,Unknown,Male,0,N
2015,Carlow,Unknown,Female,0,N
2015,Carlow,Unknown,Non-binary,0,N
2015,Carlow,Unknown,In another way,0,N
2015,Carlow,Unknown,Unknown,0,N
2015,Dublin,Under 18,Male,0,Y
2015,Dublin,Under 18,Female,15,N
2015,Dublin,Under 18,Non-binary,0,N
2015,Dublin,Under 18,In another way,0,N
2015,Dublin,Under 18,Unknown,0,N
2015,Dublin,18 to 24 years,Male,58,N
2015,Dublin,18 to 24 years,Female,30,N
2015,Dublin,18 to 24 years,Non-binary,0,N
2015,Dublin,18 to 24 years,In another way,0,N
2015,Dublin,18 to 24 years,Unknown,0,Y
2015,Dublin,25 to 34 years,Male,274,N
2015,Dublin,25 to 34 years,Female,105,N
2015,Dublin,25 to 34 years,Non-binary,0,N
2015,Dublin,25 to 34 years,In another way,0,N
2015,Dublin,25 to 34 years,Unknown,0,N
2015,Dublin,35 to 44 years,Male,389,N
2015,Dublin,35 to 44 years,Female,172,N
2015,Dublin,35 to 44 years,Non-binary,0,N
2015,Dublin,35 to 44 years,In another way,0,N
2015,Dublin,35 to 44 years,Unknown,0,Y
2015,Dublin,45 to 64 years,Male,423,N
2015,Dublin,45 to 64 years,Female,250,N
2015,Dublin,45 to 64 years,Non-binary,0,N
2015,Dublin,45 to 64 years,In another way,0,N
2015,Dublin,45 to 64 years,Unknown,0,Y
2015,Dublin,65 years or over,Male,37,N
2015,Dublin,65 years or over,Female,31,N
2015,Dublin,65 years or over,Non-binary,0,N
2015,Dublin,65 years or over,In another way,0,N
2015,Dublin,65 years or over,Unknown,0,N
2015,Dublin,Unknown,Male,0,Y
2015,Dublin,Unknown,Female,0,Y
2015,Dublin,Unknown,Non-binary,0,N
2015,Dublin,Unknown,In another way,0,N
2015,Dublin,Unknown,Unknown,0,Y
2015,Donegal,Under 18,Male,0,Y
2015,Donegal,Under 18,Female,0,N
2015,Donegal,Under 18,Non-binary,0,N
2015,Donegal,Under 18,In another way,0,N
2015,Donegal,Under 18,Unknown,0,N
2015,Donegal,18 to 24 years,Male,10,N
2015,Donegal,18 to 24 years,Female,8,N
2015,Donegal,18 to 24 years,Non-binary,0,N
2015,Donegal,18 to 24 years,In another way,0,N
2015,Donegal,18 to 24 years,Unknown,0,N
2015,Donegal,25 to 34 years,Male,55,N
2015,Donegal,25 to 34 years,Female,25,N
2015,Donegal,25 to 34 years,Non-binary,0,N
2015,Donegal,25 to 34 years,In another way,0,N
2015,Donegal,25 to 34 years,Unknown,0,N
2015,Donegal,35 to 44 years,Male,66,N
2015,Donegal,35 to 44 years,Female,47,N
2015,Donegal,35 to 44 years,Non-binary,0,N
2015,Donegal,35 to 44 years,In another way,0,N
2015,Donegal,35 to 44 years,Unknown,0,N
2015,Donegal,45 to 64 years,Male,85,N
2015,Donegal,45 to 64 years,Female,73,N
2015,Donegal,45 to 64 years,Non-binary,0,N
2015,Donegal,45 to 64 years,In another way,0,N
2015,Donegal,45 to 64 years,Unknown,0,Y
2015,Donegal,65 years or over,Male,8,N
2015,Donegal,65 years or over,Female,13,N
2015,Donegal,65 years or over,Non-binary,0,N
2015,Donegal,65 years or over,In another way,0,N
2015,Donegal,65 years or over,Unknown,0,N
2015,Donegal,Unknown,Male,0,Y
2015,Donegal,Unknown,Female,0,Y
2015,Donegal,Unknown,Non-binary,0,N
2015,Donegal,Unknown,In another way,0,N
2015,Donegal,Unknown,Unknown,0,N
2015,Galway,Under 18,Male,6,N
2015,Galway,Under 18,Female,0,Y
2015,Galway,Under 18,Non-binary,0,N
2015,Galway,Under 18,In another way,0,N
2015,Galway,Under 18,Unknown,0,N
2015,Galway,18 to 24 years,Male,26,N
2015,Galway,18 to 24 years,Female,0,Y
2015,Galway,18 to 24 years,Non-binary,0,N
2015,Galway,18 to 24 years,In another way,0,N
2015,Galway,18 to 24 years,Unknown,0,N
2015,Galway,25 to 34 years,Male,40,N
2015,Galway,25 to 34 years,Female,18,N
2015,Galway,25 to 34 years,Non-binary,0,N
2015,Galway,25 to 34 years,In another way,0,N
2015,Galway,25 to 34 years,Unknown,0,N
2015,Galway,35 to 44 years,Male,60,N
2015,Galway,35 to 44 years,Female,18,N
2015,Galway,35 to 44 years,Non-binary,0,N
2015,Galway,35 to 44 years,In another way,0,N
2015,Galway,35 to 44 years,Unknown,0,N
2015,Galway,45 to 64 years,Male,61,N
2015,Galway,45 to 64 years,Female,30,N
2015,Galway,45 to 64 years,Non-binary,0,N
2015,Galway,45 to 64 years,In another way,0,N
2015,Galway,45 to 64 years,Unknown,0,N
2015,Galway,65 years or over,Male,16,N
2015,Galway,65 years or over,Female,0,Y
2015,Galway,65 years or over,Non-binary,0,N
2015,Galway,65 years or over,In another way,0,N
2015,Galway,65 years or over,Unknown,0,N
2015,Galway,Unknown,Male,0,N
2015,Galway,Unknown,Female,0,N
2015,Galway,Unknown,Non-binary,0,N
2015,Galway,Unknown,In another way,0,N
2015,Galway,Unknown,Unknown,0,N
2015,Kildare,Under 18,Male,0,Y
2015,Kildare,Under 18,Female,0,Y
2015,Kildare,Under 18,Non-binary,0,N
2015,Kildare,Under 18,In another way,0,N
2015,Kildare,Under 18,Unknown,0,N
2015,Kildare,18 to 24 years,Male,13,N
2015,Kildare,18 to 24 years,Female,0,Y
2015,Kildare,18 to 24 years,Non-binary,0,N
2015,Kildare,18 to 24 years,In another way,0,N
2015,Kildare,18 to 24 years,Unknown,0,N
2015,Kildare,25 to 34 years,Male,31,N
2015,Kildare,25 to 34 years,Female,8,N
2015,Kildare,25 to 34 years,Non-binary,0,N
2015,Kildare,25 to 34 years,In another way,0,N
2015,Kildare,25 to 34 years,Unknown,0,N
2015,Kildare,35 to 44 years,Male,37,N
2015,Kildare,35 to 44 years,Female,22,N
2015,Kildare,35 to 44 years,Non-binary,0,N
2015,Kildare,35 to 44 years,In another way,0,N
2015,Kildare,35 to 44 years,Unknown,0,N
2015,Kildare,45 to 64 years,Male,36,N
2015,Kildare,45 to 64 years,Female,23,N
2015,Kildare,45 to 64 years,Non-binary,0,N
2015,Kildare,45 to 64 years,In another way,0,N
2015,Kildare,45 to 64 years,Unknown,0,N
2015,Kildare,65 years or over,Male,0,Y
2015,Kildare,65 years or over,Female,0,Y
2015,Kildare,65 years or over,Non-binary,0,N
2015,Kildare,65 years or over,In another way,0,N
2015,Kildare,65 years or over,Unknown,0,N
2015,Kildare,Unknown,Male,0,Y
2015,Kildare,Unknown,Female,0,Y
2015,Kildare,Unknown,Non-binary,0,N
2015,Kildare,Unknown,In another way,0,N
2015,Kildare,Unknown,Unknown,0,N
2015,Kilkenny,Under 18,Male,0,N
2015,Kilkenny,Under 18,Female,0,N
2015,Kilkenny,Under 18,Non-binary,0,N
2015,Kilkenny,Under 18,In another way,0,N
2015,Kilkenny,Under 18,Unknown,0,N
2015,Kilkenny,18 to 24 years,Male,8,N
2015,Kilkenny,18 to 24 years,Female,0,Y
2015,Kilkenny,18 to 24 years,Non-binary,0,N
2015,Kilkenny,18 to 24 years,In another way,0,N
2015,Kilkenny,18 to 24 years,Unknown,0,N
2015,Kilkenny,25 to 34 years,Male,25,N
2015,Kilkenny,25 to 34 years,Female,10,N
2015,Kilkenny,25 to 34 years,Non-binary,0,N
2015,Kilkenny,25 to 34 years,In another way,0,N
2015,Kilkenny,25 to 34 years,Unknown,0,N
2015,Kilkenny,35 to 44 years,Male,19,N
2015,Kilkenny,35 to 44 years,Female,6,N
2015,Kilkenny,35 to 44 years,Non-binary,0,N
2015,Kilkenny,35 to 44 years,In another way,0,N
2015,Kilkenny,35 to 44 years,Unknown,0,N
2015,Kilkenny,45 to 64 years,Male,32,N
2015,Kilkenny,45 to 64 years,Female,25,N
2015,Kilkenny,45 to 64 years,Non-binary,0,N
2015,Kilkenny,45 to 64 years,In another way,0,N
2015,Kilkenny,45 to 64 years,Unknown,0,N
2015,Kilkenny,65 years or over,Male,13,N
2015,Kilkenny,65 years or over,Female,0,Y
2015,Kilkenny,65 years or over,Non-binary,0,N
2015,Kilkenny,65 years or over,In another way,0,N
2015,Kilkenny,65 years or over,Unknown,0,N
2015,Kilkenny,Unknown,Male,0,N
2015,Kilkenny,Unknown,Female,0,N
2015,Kilkenny,Unknown,Non-binary,0,N
2015,Kilkenny,Unknown,In another way,0,N
2015,Kilkenny,Unknown,Unknown,0,N
2015,Kerry,Under 18,Male,0,Y
2015,Kerry,Under 18,Female,0,Y
2015,Kerry,Under 18,Non-binary,0,N
2015,Kerry,Under 18,In another way,0,N
2015,Kerry,Under 18,Unknown,0,N
2015,Kerry,18 to 24 years,Male,28,N
2015,Kerry,18 to 24 years,Female,14,N
2015,Kerry,18 to 24 years,Non-binary,0,N
2015,Kerry,18 to 24 years,In another way,0,N
2015,Kerry,18 to 24 years,Unknown,0,N
2015,Kerry,25 to 34 years,Male,63,N
2015,Kerry,25 to 34 years,Female,25,N
2015,Kerry,25 to 34 years,Non-binary,0,N
2015,Kerry,25 to 34 years,In another way,0,N
2015,Kerry,25 to 34 years,Unknown,0,N
2015,Kerry,35 to 44 years,Male,62,N
2015,Kerry,35 to 44 years,Female,43,N
2015,Kerry,35 to 44 years,Non-binary,0,N
2015,Kerry,35 to 44 years,In another way,0,N
2015,Kerry,35 to 44 years,Unknown,0,N
2015,Kerry,45 to 64 years,Male,69,N
2015,Kerry,45 to 64 years,Female,55,N
2015,Kerry,45 to 64 years,Non-binary,0,N
2015,Kerry,45 to 64 years,In another way,0,N
2015,Kerry,45 to 64 years,Unknown,0,N
2015,Kerry,65 years or over,Male,7,N
2015,Kerry,65 years or over,Female,8,N
2015,Kerry,65 years or over,Non-binary,0,N
2015,Kerry,65 years or over,In another way,0,N
2015,Kerry,65 years or over,Unknown,0,N
2015,Kerry,Unknown,Male,0,N
2015,Kerry,Unknown,Female,0,N
2015,Kerry,Unknown,Non-binary,0,N
2015,Kerry,Unknown,In another way,0,N
2015,Kerry,Unknown,Unknown,0,N
2015,Limerick,Under 18,Male,0,Y
2015,Limerick,Under 18,Female,0,N
2015,Limerick,Under 18,Non-binary,0,N
2015,Limerick,Under 18,In another way,0,N
2015,Limerick,Under 18,Unknown,0,N
2015,Limerick,18 to 24 years,Male,19,N
2015,Limerick,18 to 24 years,Female,6,N
2015,Limerick,18 to 24 years,Non-binary,0,N
2015,Limerick,18 to 24 years,In another way,0,N
2015,Limerick,18 to 24 years,Unknown,0,N
2015,Limerick,25 to 34 years,Male,46,N
2015,Limerick,25 to 34 years,Female,21,N
2015,Limerick,25 to 34 years,Non-binary,0,N
2015,Limerick,25 to 34 years,In another way,0,N
2015,Limerick,25 to 34 years,Unknown,0,N
2015,Limerick,35 to 44 years,Male,40,N
2015,Limerick,35 to 44 years,Female,23,N
2015,Limerick,35 to 44 years,Non-binary,0,N
2015,Limerick,35 to 44 years,In another way,0,N
2015,Limerick,35 to 44 years,Unknown,0,N
2015,Limerick,45 to 64 years,Male,49,N
2015,Limerick,45 to 64 years,Female,31,N
2015,Limerick,45 to 64 years,Non-binary,0,N
2015,Limerick,45 to 64 years,In another way,0,N
2015,Limerick,45 to 64 years,Unknown,0,N
2015,Limerick,65 years or over,Male,0,Y
2015,Limerick,65 years or over,Female,0,Y
2015,Limerick,65 years or over,Non-binary,0,N
2015,Limerick,65 years or over,In another way,0,N
2015,Limerick,65 years or over,Unknown,0,N
2015,Limerick,Unknown,Male,8,N
2015,Limerick,Unknown,Female,6,N
2015,Limerick,Unknown,Non-binary,0,N
2015,Limerick,Unknown,In another way,0,N
2015,Limerick,Unknown,Unknown,0,N
2015,Longford,Under 18,Male,0,N
2015,Longford,Under 18,Female,0,N
2015,Longford,Under 18,Non-binary,0,N
2015,Longford,Under 18,In another way,0,N
2015,Longford,Under 18,Unknown,0,N
2015,Longford,18 to 24 years,Male,10,N
2015,Longford,18 to 24 years,Female,0,N
2015,Longford,18 to 24 years,Non-binary,0,N
2015,Longford,18 to 24 years,In another way,0,N
2015,Longford,18 to 24 years,Unknown,0,N
2015,Longford,25 to 34 years,Male,15,N
2015,Longford,25 to 34 years,Female,10,N
2015,Longford,25 to 34 years,Non-binary,0,N
2015,Longford,25 to 34 years,In another way,0,N
2015,Longford,25 to 34 years,Unknown,0,N
2015,Longford,35 to 44 years,Male,19,N
2015,Longford,35 to 44 years,Female,12,N
2015,Longford,35 to 44 years,Non-binary,0,N
2015,Longford,35 to 44 years,In another way,0,N
2015,Longford,35 to 44 years,Unknown,0,N
2015,Longford,45 to 64 years,Male,26,N
2015,Longford,45 to 64 years,Female,16,N
2015,Longford,45 to 64 years,Non-binary,0,N
2015,Longford,45 to 64 years,In another way,0,N
2015,Longford,45 to 64 years,Unknown,0,N
2015,Longford,65 years or over,Male,8,N
2015,Longford,65 years or over,Female,0,Y
2015,Longford,65 years or over,Non-binary,0,N
2015,Longford,65 years or over,In another way,0,N
2015,Longford,65 years or over,Unknown,0,N
2015,Longford,Unknown,Male,0,N
2015,Longford,Unknown,Female,0,N
2015,Longford,Unknown,Non-binary,0,N
2015,Longford,Unknown,In another way,0,N
2015,Longford,Unknown,Unknown,0,N
2015,Louth,Under 18,Male,0,N
2015,Louth,Under 18,Female,0,N
2015,Louth,Under 18,Non-binary,0,N
2015,Louth,Under 18,In another way,0,N
2015,Louth,Under 18,Unknown,0,N
2015,Louth,18 to 24 years,Male,11,N
2015,Louth,18 to 24 years,Female,0,Y
2015,Louth,18 to 24 years,Non-binary,0,N
2015,Louth,18 to 24 years,In another way,0,N
2015,Louth,18 to 24 years,Unknown,0,N
2015,Louth,25 to 34 years,Male,34,N
2015,Louth,25 to 34 years,Female,14,N
2015,Louth,25 to 34 years,Non-binary,0,N
2015,Louth,25 to 34 years,In another way,0,N
2015,Louth,25 to 34 years,Unknown,0,N
2015,Louth,35 to 44 years,Male,32,N
2015,Louth,35 to 44 years,Female,13,N
2015,Louth,35 to 44 years,Non-binary,0,N
2015,Louth,35 to 44 years,In another way,0,N
2015,Louth,35 to 44 years,Unknown,0,N
2015,Louth,45 to 64 years,Male,42,N
2015,Louth,45 to 64 years,Female,23,N
2015,Louth,45 to 64 years,Non-binary,0,N
2015,Louth,45 to 64 years,In another way,0,N
2015,Louth,45 to 64 years,Unknown,0,N
2015,Louth,65 years or over,Male,0,Y
2015,Louth,65 years or over,Female,0,Y
2015,Louth,65 years or over,Non-binary,0,N
2015,Louth,65 years or over,In another way,0,N
2015,Louth,65 years or over,Unknown,0,N
2015,Louth,Unknown,Male,0,N
2015,Louth,Unknown,Female,0,N
2015,Louth,Unknown,Non-binary,0,N
2015,Louth,Unknown,In another way,0,N
2015,Louth,Unknown,Unknown,0,N
2015,Leitrim,Under 18,Male,0,N
2015,Leitrim,Under 18,Female,0,N
2015,Leitrim,Under 18,Non-binary,0,N
2015,Leitrim,Under 18,In another way,0,N
2015,Leitrim,Under 18,Unknown,0,N
2015,Leitrim,18 to 24 years,Male,0,Y
2015,Leitrim,18 to 24 years,Female,0,Y
2015,Leitrim,18 to 24 years,Non-binary,0,N
2015,Leitrim,18 to 24 years,In another way,0,N
2015,Leitrim,18 to 24 years,Unknown,0,N
2015,Leitrim,25 to 34 years,Male,14,N
2015,Leitrim,25 to 34 years,Female,9,N
2015,Leitrim,25 to 34 years,Non-binary,0,N
2015,Leitrim,25 to 34 years,In another way,0,N
2015,Leitrim,25 to 34 years,Unknown,0,N
2015,Leitrim,35 to 44 years,Male,15,N
2015,Leitrim,35 to 44 years,Female,7,N
2015,Leitrim,35 to 44 years,Non-binary,0,N
2015,Leitrim,35 to 44 years,In another way,0,N
2015,Leitrim,35 to 44 years,Unknown,0,N
2015,Leitrim,45 to 64 years,Male,16,N
2015,Leitrim,45 to 64 years,Female,11,N
2015,Leitrim,45 to 64 years,Non-binary,0,N
2015,Leitrim,45 to 64 years,In another way,0,N
2015,Leitrim,45 to 64 years,Unknown,0,N
2015,Leitrim,65 years or over,Male,0,N
2015,Leitrim,65 years or over,Female,0,Y
2015,Leitrim,65 years or over,Non-binary,0,N
2015,Leitrim,65 years or over,In another way,0,N
2015,Leitrim,65 years or over,Unknown,0,N
2015,Leitrim,Unknown,Male,0,N
2015,Leitrim,Unknown,Female,0,N
2015,Leitrim,Unknown,Non-binary,0,N
2015,Leitrim,Unknown,In another way,0,N
2015,Leitrim,Unknown,Unknown,0,N
2015,Laois,Under 18,Male,0,N
2015,Laois,Under 18,Female,0,N
2015,Laois,Under 18,Non-binary,0,N
2015,Laois,Under 18,In another way,0,N
2015,Laois,Under 18,Unknown,0,N
2015,Laois,18 to 24 years,Male,0,Y
2015,Laois,18 to 24 years,Female,0,Y
2015,Laois,18 to 24 years,Non-binary,0,N
2015,Laois,18 to 24 years,In another way,0,N
2015,Laois,18 to 24 years,Unknown,0,N
2015,Laois,25 to 34 years,Male,18,N
2015,Laois,25 to 34 years,Female,0,Y
2015,Laois,25 to 34 years,Non-binary,0,N
2015,Laois,25 to 34 years,In another way,0,N
2015,Laois,25 to 34 years,Unknown,0,N
2015,Laois,35 to 44 years,Male,10,N
2015,Laois,35 to 44 years,Female,9,N
2015,Laois,35 to 44 years,Non-binary,0,N
2015,Laois,35 to 44 years,In another way,0,N
2015,Laois,35 to 44 years,Unknown,0,N
2015,Laois,45 to 64 years,Male,14,N
2015,Laois,45 to 64 years,Female,9,N
2015,Laois,45 to 64 years,Non-binary,0,N
2015,Laois,45 to 64 years,In another way,0,N
2015,Laois,45 to 64 years,Unknown,0,N
2015,Laois,65 years or over,Male,0,Y
2015,Laois,65 years or over,Female,0,Y
2015,Laois,65 years or over,Non-binary,0,N
2015,Laois,65 years or over,In another way,0,N
2015,Laois,65 years or over,Unknown,0,N
2015,Laois,Unknown,Male,0,Y
2015,Laois,Unknown,Female,0,N
2015,Laois,Unknown,Non-binary,0,N
2015,Laois,Unknown,In another way,0,N
2015,Laois,Unknown,Unknown,0,N
2015,Meath,Under 18,Male,0,Y
2015,Meath,Under 18,Female,0,N
2015,Meath,Under 18,Non-binary,0,N
2015,Meath,Under 18,In another way,0,N
2015,Meath,Under 18,Unknown,0,N
2015,Meath,18 to 24 years,Male,0,Y
2015,Meath,18 to 24 years,Female,0,N
2015,Meath,18 to 24 years,Non-binary,0,N
2015,Meath,18 to 24 years,In another way,0,N
2015,Meath,18 to 24 years,Unknown,0,N
2015,Meath,25 to 34 years,Male,27,N
2015,Meath,25 to 34 years,Female,10,N
2015,Meath,25 to 34 years,Non-binary,0,N
2015,Meath,25 to 34 years,In another way,0,N
2015,Meath,25 to 34 years,Unknown,0,N
2015,Meath,35 to 44 years,Male,27,N
2015,Meath,35 to 44 years,Female,19,N
2015,Meath,35 to 44 years,Non-binary,0,N
2015,Meath,35 to 44 years,In another way,0,N
2015,Meath,35 to 44 years,Unknown,0,N
2015,Meath,45 to 64 years,Male,21,N
2015,Meath,45 to 64 years,Female,27,N
2015,Meath,45 to 64 years,Non-binary,0,N
2015,Meath,45 to 64 years,In another way,0,N
2015,Meath,45 to 64 years,Unknown,0,N
2015,Meath,65 years or over,Male,0,Y
2015,Meath,65 years or over,Female,0,Y
2015,Meath,65 years or over,Non-binary,0,N
2015,Meath,65 years or over,In another way,0,N
2015,Meath,65 years or over,Unknown,0,N
2015,Meath,Unknown,Male,0,N
